,altimeter_set_1,wind_cardinal_direction_set_1d,cloud_layer_3_code_set_1,heat_index_set_1d,sea_level_pressure_set_1,sea_level_pressure_set_1d,cloud_layer_1_code_set_1,weather_condition_set_1d,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,visibility_set_1,pressure_set_1d,pressure_tendency_set_1,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,ceiling_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,precip_accum_six_hour_set_1,metar_origin_set_1,weather_cond_code_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
149,101794.79,N,,26.96,101620.0,100912.48,1.0,Haze,,,,6.0,89423.88,,KMHS 051956Z AUTO 00000KT 6SM HZ CLR 28/03 A3006 RMK AO2 SLP162  T02830033,,20.17,0.0,28.3,,2018-08-05 19:56:00,3.37,,3.3,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
150,101727.07,N,,27.83,101580.0,100801.46,402.0,Haze,,,,4.0,89364.39,8006.0,KMHS 052056Z AUTO 00000KT 4SM HZ SCT040 29/06 A3004 RMK AO2 SLP158  T02940056 58006,,22.24,0.0,29.4,,2018-08-05 20:56:00,5.68,,5.6,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
151,101727.07,N,,27.03,101580.0,100845.28,344.0,Haze,,,,3.0,89364.39,,KMHS 052156Z AUTO 00000KT 3SM HZ OVC034 28/05 A3004 RMK AO2 SLP158  T02830050,,22.73,0.0,28.3,,2018-08-05 21:56:00,5.06,1036.32,5.0,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
152,101727.07,N,,26.1,101630.0,100909.56,344.0,Haze,,,,4.0,89364.39,,KMHS 052256Z AUTO 00000KT 4SM HZ OVC034 27/06 A3004 RMK AO2 SLP163  T02670056,,26.02,0.0,26.7,,2018-08-05 22:56:00,5.63,1036.32,5.6,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
153,101727.07,N,,26.16,101630.0,100909.51,323.0,Haze,23.9,,,4.0,89364.39,8001.0,KMHS 052356Z AUTO 00000KT 4SM HZ BKN032 27/07 A3004 RMK AO2 SLP163  T02670067 10294 20239 58001,,28.07,0.0,26.7,29.4,2018-08-05 23:56:00,6.73,975.36,6.7,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
154,101727.07,N,,,101660.0,100954.16,306.0,Haze,,,,3.0,89364.39,,KMHS 060056Z AUTO 00000KT 3SM HZ FEW030 OVC036 26/06 A3004 RMK AO2  SLP166 T02560061,364.0,28.74,0.0,25.6,,2018-08-06 00:56:00,6.11,1097.28,6.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
155,101760.93,N,,,101700.0,101036.89,494.0,Haze,,,,3.0,89394.14,,KMHS 060156Z AUTO 00000KT 3SM HZ OVC049 24/06 A3005 RMK AO2 SLP170  T02440056,,29.81,0.0,24.4,,2018-08-06 01:56:00,5.59,1493.52,5.6,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
156,101794.79,N,,,101760.0,101228.79,484.0,Haze,,,,3.0,89423.88,3007.0,KMHS 060256Z AUTO 00000KT 3SM HZ OVC048 21/06 A3006 RMK AO2 SLP176  T02060061 53007,,38.86,0.0,20.6,,2018-08-06 02:56:00,6.05,1463.04,6.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
157,101896.38,N,,,101830.0,101475.26,654.0,Haze,,,,5.0,89513.13,,KMHS 060356Z AUTO 00000KT 5SM HZ OVC065 17/07 A3009 RMK AO2 SLP183  T01720067,,50.06,0.0,17.2,,2018-08-06 03:56:00,6.64,1981.2,6.7,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
158,101964.11,ENE,,,101870.0,101564.47,554.0,Haze,,,,4.0,89572.62,,KMHS 060456Z AUTO 06004KT 4SM HZ OVC055 17/06 A3011 RMK AO2 SLP187  T01670056,,47.9,2.06,16.7,,2018-08-06 04:56:00,5.53,1676.4,5.6,,,1.0,6.0,60.0,KMHS,3540,-122.31702,41.31494
159,101997.98,N,,,101880.0,101699.11,434.0,Haze,13.9,,,4.0,89602.38,1016.0,KMHS 060556Z AUTO 00000KT 4SM HZ OVC043 14/06 A3012 RMK AO2 SLP188  T01440061 10267 20139 51016,,57.45,0.0,14.4,26.7,2018-08-06 05:56:00,6.04,1310.64,6.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
160,101997.98,ENE,,,101860.0,101672.67,314.0,Haze,,,,4.0,89602.38,,KMHS 060656Z AUTO 07005KT 4SM HZ OVC031 15/05 A3012 RMK AO2 SLP186  T01500050,,51.21,2.57,15.0,,2018-08-06 06:56:00,4.93,944.88,5.0,,,1.0,6.0,70.0,KMHS,3540,-122.31702,41.31494
161,101997.98,ENE,,,101860.0,101699.08,334.0,Haze,,29.4,,3.0,89602.38,,KMHS 060756Z AUTO 07003KT 3SM HZ OVC033 14/07 A3012 RMK AO2 SLP186  T01440067 402940089,,59.87,1.54,14.4,,2018-08-06 07:56:00,6.64,1005.84,6.7,8.9,,1.0,6.0,70.0,KMHS,3540,-122.31702,41.31494
162,101997.98,,,,,101747.92,314.0,Haze,,,,2.5,89602.38,,KMHS 060832Z AUTO VRB03KT 2 1/2SM HZ OVC031 13/07 A3012 RMK AO2  T01330072,,66.54,1.54,13.3,,2018-08-06 08:32:00,7.15,944.88,7.2,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
163,101997.98,N,,,,101770.27,324.0,Haze,,,,3.0,89602.38,,SPECI KMHS 060849Z AUTO 00000KT 3SM HZ OVC032 13/07 A3012 RMK AO2 T01280072,,68.75,0.0,12.8,,2018-08-06 08:49:00,7.15,975.36,7.2,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
164,101997.98,ENE,,,101860.0,101747.92,344.0,Haze,,,,3.0,89602.38,2.0,KMHS 060856Z AUTO 07003KT 3SM HZ OVC034 13/07 A3012 RMK AO2 SLP186  T01330072 50002,,66.54,1.54,13.3,,2018-08-06 08:56:00,7.15,1036.32,7.2,,,1.0,6.0,70.0,KMHS,3540,-122.31702,41.31494
165,101997.98,NE,,,101880.0,101797.19,304.0,Haze,,,,3.0,89602.38,,KMHS 060956Z AUTO 05003KT 3SM HZ OVC030 12/07 A3012 RMK AO2 SLP188  T01220072,,71.51,1.54,12.2,,2018-08-06 09:56:00,7.15,914.4,7.2,,,1.0,6.0,50.0,KMHS,3540,-122.31702,41.31494
166,101997.98,ENE,,,,101797.21,284.0,Haze,,,,3.0,89602.38,,SPECI KMHS 061010Z AUTO 06003KT 3SM HZ OVC028 12/07 A3012 RMK AO2 T01220067,,69.1,1.54,12.2,,2018-08-06 10:10:00,6.65,853.44,6.7,,,1.0,6.0,60.0,KMHS,3540,-122.31702,41.31494
167,102031.84,N,,,,101831.0,304.0,Haze,,,,3.0,89632.12,,SPECI KMHS 061043Z AUTO 00000KT 3SM HZ OVC030 12/07 A3013 RMK AO2 T01220067,,69.1,0.0,12.2,,2018-08-06 10:43:00,6.65,914.4,6.7,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
168,102031.84,ENE,,,101920.0,101831.0,344.0,Haze,,,,3.0,89632.12,,KMHS 061056Z AUTO 06003KT 3SM HZ OVC034 12/07 A3013 RMK AO2 SLP192  T01220067,,69.1,1.54,12.2,,2018-08-06 10:56:00,6.65,1036.32,6.7,,,1.0,6.0,60.0,KMHS,3540,-122.31702,41.31494
169,102031.84,ENE,,,101930.0,101853.53,374.0,Haze,11.7,,,3.0,89632.12,3002.0,KMHS 061156Z AUTO 07003KT 3SM HZ OVC037 12/07 A3013 RMK AO2 SLP193  T01170067 10156 20117 53002,,71.41,1.54,11.7,15.6,2018-08-06 11:56:00,6.65,1127.76,6.7,,,1.0,6.0,70.0,KMHS,3540,-122.31702,41.31494
170,102065.7,NE,,,101990.0,101914.5,374.0,Haze,,,,3.0,89661.87,,KMHS 061256Z AUTO 05003KT 3SM HZ OVC037 11/07 A3014 RMK AO2 SLP199  T01110067,,74.3,1.54,11.1,,2018-08-06 12:56:00,6.65,1127.76,6.7,,,1.0,6.0,50.0,KMHS,3540,-122.31702,41.31494
171,102099.57,N,,,,101948.31,354.0,Haze,,,,2.0,89691.62,,KMHS 061329Z AUTO 00000KT 2SM HZ OVC035 11/07 A3015 RMK AO2  T01110067,,74.3,0.0,11.1,,2018-08-06 13:29:00,6.65,1066.8,6.7,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
172,102133.43,NE,,,102070.0,101982.13,294.0,Haze,,,,2.0,89721.37,,KMHS 061356Z AUTO 05003KT 2SM HZ OVC029 11/07 A3016 RMK AO2 SLP207  T01110067,,74.3,1.54,11.1,,2018-08-06 13:56:00,6.65,883.92,6.7,,,1.0,6.0,50.0,KMHS,3540,-122.31702,41.31494
173,102133.43,NE,,,,101905.38,264.0,Haze,,,,1.75,89721.37,,KMHS 061439Z AUTO 05003KT 1 3/4SM HZ OVC026 13/08 A3016 RMK AO2  T01280078,,71.62,1.54,12.8,,2018-08-06 14:39:00,7.75,792.48,7.8,,,1.0,6.0,50.0,KMHS,3540,-122.31702,41.31494
174,102167.3,ENE,,,102110.0,101889.99,264.0,Haze,,,,1.75,89751.12,1011.0,KMHS 061456Z AUTO 06003KT 1 3/4SM HZ OVC026 14/09 A3017 RMK AO2  SLP211 T01390089 51011,,71.83,1.54,13.9,,2018-08-06 14:56:00,8.86,792.48,8.9,,,1.0,6.0,60.0,KMHS,3540,-122.31702,41.31494
175,102167.3,N,,,,101697.3,254.0,Haze,,,,1.25,89751.12,,KMHS 061539Z AUTO 00000KT 1 1/4SM HZ OVC025 18/10 A3017 RMK AO2  T01830100,,58.43,0.0,18.3,,2018-08-06 15:39:00,9.95,762.0,10.0,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
176,102167.3,,,,102100.0,101650.1,254.0,Haze,,,,1.25,89751.12,,KMHS 061556Z AUTO VRB03KT 1 1/4SM HZ OVC025 19/10 A3017 RMK AO2  SLP210 T01940100,,54.56,1.54,19.4,,2018-08-06 15:56:00,9.96,762.0,10.0,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
177,102167.3,,,,102060.0,101531.61,244.0,Haze,,,,1.25,89751.12,,KMHS 061656Z AUTO VRB04KT 1 1/4SM HZ OVC024 22/10 A3017 RMK AO2  SLP206 T02220100,,45.94,2.06,22.2,,2018-08-06 16:56:00,9.97,731.52,10.0,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
178,102133.43,WNW,,,102030.0,101427.18,233.0,Haze,11.1,,,1.25,89721.37,8002.0,KMHS 061756Z AUTO 30006KT 1 1/4SM HZ BKN023 OVC031 24/10 A3016 RMK AO2 SLP203 T02390100 10244 20111 58002,314.0,41.46,3.09,23.9,24.4,2018-08-06 17:56:00,9.99,701.04,10.0,,,1.0,6.0,300.0,KMHS,3540,-122.31702,41.31494
179,102133.43,,,,,101357.25,233.0,Haze,,,,1.5,89721.37,,SPECI KMHS 061837Z AUTO 1 1/2SM HZ BKN023 OVC032 26/10 A3016 RMK AO2 T02560100,324.0,37.46,,25.6,,2018-08-06 18:37:00,10.0,701.04,10.0,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
180,102133.43,,,,101990.0,101336.87,233.0,Haze,,,,1.5,89721.37,,KMHS 061856Z AUTO VRB04KT 1 1/2SM HZ BKN023 OVC028 26/09 A3016 RMK AO2 SLP199 T02610094,284.0,34.94,2.06,26.1,,2018-08-06 18:56:00,9.41,701.04,9.4,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
181,102065.7,,,27.3,101910.0,101180.79,254.0,Haze,,,,1.75,89661.87,,KMHS 061956Z AUTO VRB03KT 1 3/4SM HZ OVC025 28/09 A3014 RMK AO2  SLP191 T02830089,,29.7,1.54,28.3,,2018-08-06 19:56:00,8.94,762.0,8.9,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
182,102031.84,,,28.38,,101079.57,233.0,Haze,,,,2.0,89632.12,,KMHS 062041Z AUTO VRB04KT 2SM HZ BKN023 OVC033 30/07 A3013 RMK AO2 T03000072,334.0,23.66,2.06,30.0,,2018-08-06 20:41:00,7.08,701.04,7.2,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
183,101997.98,,,28.49,101860.0,101045.97,273.0,Haze,,,,2.0,89602.38,8012.0,METAR KMHS 062056Z AUTO 2SM HZ BKN027 OVC033 30/08 A3012 RMK AO2 SLP186 T03000083 58012,334.0,25.86,,30.0,,2018-08-06 20:56:00,8.38,822.96,8.3,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
184,101964.11,NNW,,28.92,101820.0,100988.73,234.0,Haze,,,,2.0,89572.62,,KMHS 062156Z AUTO 34005KT 2SM HZ OVC023 31/08 A3011 RMK AO2 SLP182  T03060078,,24.15,2.57,30.6,,2018-08-06 21:56:00,7.89,701.04,7.8,,,1.0,6.0,340.0,KMHS,3540,-122.31702,41.31494
185,101930.25,WNW,,28.32,101780.0,100978.97,264.0,Haze,,,,2.5,89542.88,,KMHS 062256Z AUTO 29005KT 2 1/2SM HZ OVC026 30/06 A3010 RMK AO2  SLP178 T03000061,,22.24,2.57,30.0,,2018-08-06 22:56:00,6.19,792.48,6.1,,,1.0,6.0,290.0,KMHS,3540,-122.31702,41.31494
186,101862.52,,,27.83,101740.0,100935.68,294.0,Haze,23.9,,,2.5,89483.38,8012.0,KMHS 062356Z AUTO VRB03KT 2 1/2SM HZ OVC029 29/06 A3008 RMK AO2  SLP174 T02940056 10306 20239 58012,,22.24,1.54,29.4,30.6,2018-08-06 23:56:00,5.68,883.92,5.6,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
187,101862.52,,,27.88,,100935.64,293.0,Haze,,,,3.0,89483.38,,KMHS 070018Z AUTO VRB03KT 3SM HZ BKN029 OVC038 29/06 A3008 RMK AO2  T02940056,384.0,23.4,1.54,29.4,,2018-08-07 00:18:00,6.41,883.92,5.6,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
188,101862.52,,,27.5,,100955.55,304.0,Haze,,,,3.0,89483.38,,SPECI KMHS 070043Z AUTO VRB03KT 3SM HZ OVC030 29/06 A3008 RMK AO2 T02890061,,23.69,1.54,28.9,,2018-08-07 00:43:00,6.16,914.4,6.1,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
189,101828.66,N,,27.5,101720.0,100921.99,304.0,Haze,,,,3.0,89453.64,,KMHS 070056Z AUTO 00000KT 3SM HZ OVC030 29/06 A3007 RMK AO2 SLP172  T02890061,,23.69,0.0,28.9,,2018-08-07 00:56:00,6.16,914.4,6.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
190,101828.66,,,26.52,,100990.04,314.0,Haze,,,,2.5,89453.64,,SPECI KMHS 070144Z AUTO VRB03KT 2 1/2SM HZ OVC031 27/08 A3007 RMK AO2 T02720078,,29.39,1.54,27.2,,2018-08-07 01:44:00,7.83,944.88,7.8,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
191,101828.66,N,,26.52,101730.0,100990.04,314.0,Haze,,,,3.0,89453.64,,KMHS 070156Z AUTO 00000KT 3SM HZ OVC031 27/08 A3007 RMK AO2 SLP173  T02720078,,29.39,0.0,27.2,,2018-08-07 01:56:00,7.83,944.88,7.8,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
192,101862.52,,,,101750.0,101113.06,314.0,Haze,,,,3.0,89483.38,5001.0,KMHS 070256Z AUTO VRB04KT 3SM HZ OVC031 25/07 A3008 RMK AO2 SLP175  T02500072 55001,,32.12,2.06,25.0,,2018-08-07 02:56:00,7.2,944.88,7.2,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
193,101862.52,NNW,,,,101088.56,314.0,Haze,,,,2.5,89483.38,,SPECI KMHS 070308Z AUTO 33003KT 2 1/2SM HZ OVC031 26/07 A3008 RMK AO2 T02560067,,29.95,1.54,25.6,,2018-08-07 03:08:00,6.71,944.88,6.7,,,1.0,6.0,330.0,KMHS,3540,-122.31702,41.31494
194,101896.38,N,,,,101191.88,324.0,Haze,,,,3.0,89513.13,,SPECI KMHS 070339Z AUTO 35004KT 3SM HZ OVC032 24/08 A3009 RMK AO2 T02390078,,35.73,2.06,23.9,,2018-08-07 03:39:00,7.78,975.36,7.8,,,1.0,6.0,350.0,KMHS,3540,-122.31702,41.31494
195,101930.25,,,,101770.0,101225.49,364.0,Haze,,,,3.0,89542.88,,KMHS 070356Z AUTO VRB04KT 3SM HZ OVC036 24/08 A3010 RMK AO2 SLP177  T02390083,,36.97,2.06,23.9,,2018-08-07 03:56:00,8.28,1097.28,8.3,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
196,101997.98,NNW,,,101820.0,101317.6,324.0,Haze,,,,3.0,89602.38,,KMHS 070456Z AUTO 34005KT 3SM HZ OVC032 23/08 A3012 RMK AO2 SLP182  T02330083,,38.33,2.57,23.3,,2018-08-07 04:56:00,8.28,975.36,8.3,,,1.0,6.0,340.0,KMHS,3540,-122.31702,41.31494
197,101964.11,N,,,101790.0,101304.76,344.0,Haze,22.8,,,3.0,89572.62,10.0,KMHS 070556Z AUTO 35003KT 3SM HZ OVC034 23/08 A3011 RMK AO2 SLP179  T02280078 10300 20228 50010,,38.18,1.54,22.8,30.0,2018-08-07 05:56:00,7.77,1036.32,7.8,,,1.0,6.0,350.0,KMHS,3540,-122.31702,41.31494
198,101964.11,,,,101760.0,101304.76,374.0,Haze,,,,3.0,89572.62,,KMHS 070656Z AUTO VRB05KT 3SM HZ OVC037 23/08 A3011 RMK AO2 SLP176  T02280078,,38.18,2.57,22.8,,2018-08-07 06:56:00,7.77,1127.76,7.8,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
199,101964.11,N,,,101770.0,101422.45,374.0,Haze,,30.6,,3.0,89572.62,,KMHS 070756Z AUTO 00000KT 3SM HZ OVC037 20/09 A3011 RMK AO2 SLP177  T02000089 403060111,,48.82,0.0,20.0,,2018-08-07 07:56:00,8.86,1127.76,8.9,11.1,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
200,101930.25,N,,,101740.0,101461.41,364.0,Haze,,,,3.0,89542.88,8003.0,KMHS 070856Z AUTO 00000KT 3SM HZ OVC036 18/09 A3010 RMK AO2 SLP174  T01830089 58003,,54.27,0.0,18.3,,2018-08-07 08:56:00,8.85,1097.28,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
201,101930.25,N,,,101720.0,101508.88,354.0,Haze,,,,2.5,89542.88,,KMHS 070956Z AUTO 00000KT 2 1/2SM HZ OVC035 17/09 A3010 RMK AO2  SLP172 T01720089,,58.16,0.0,17.2,,2018-08-07 09:56:00,8.85,1066.8,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
202,101896.38,N,,,101690.0,101475.15,354.0,Haze,,,,2.5,89513.13,,KMHS 071056Z AUTO 00000KT 2 1/2SM HZ OVC035 17/09 A3009 RMK AO2  SLP169 T01720089,,58.16,0.0,17.2,,2018-08-07 10:56:00,8.85,1066.8,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
203,101862.52,N,,,,101463.11,344.0,Haze,,,,3.0,89483.38,,SPECI KMHS 071141Z AUTO 00000KT 3SM HZ OVC034 17/09 A3008 RMK AO2 T01670089,,60.03,0.0,16.7,,2018-08-07 11:41:00,8.85,1036.32,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
204,101896.38,N,,,101700.0,101544.85,344.0,Haze,15.6,,,3.0,89513.13,6005.0,KMHS 071156Z AUTO 00000KT 3SM HZ OVC034 16/09 A3009 RMK AO2 SLP170  T01560089 10233 20156 56005,,64.38,0.0,15.6,23.3,2018-08-07 11:56:00,8.85,1036.32,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
205,101862.52,N,,,,101511.12,344.0,Haze,,,,2.5,89483.38,,KMHS 071210Z AUTO 00000KT 2 1/2SM HZ OVC034 16/09 A3008 RMK AO2 T01560094,,63.18,0.0,15.6,,2018-08-07 12:10:00,8.57,1036.32,9.4,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
206,101862.52,N,,,,101511.08,344.0,Haze,,,,3.0,89483.38,,KMHS 071230Z AUTO 00000KT 3SM HZ OVC034 16/09 A3008 RMK AO2  T01560094,,66.59,0.0,15.6,,2018-08-07 12:30:00,9.35,1036.32,9.4,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
207,101896.38,N,,,101730.0,101597.67,344.0,Haze,,,,3.0,89513.13,,KMHS 071256Z AUTO 00000KT 3SM HZ OVC034 14/09 A3009 RMK AO2 SLP173  T01440089,,69.55,0.0,14.4,,2018-08-07 12:56:00,8.85,1036.32,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
208,101862.52,N,,,,101586.03,334.0,Haze,,,,2.0,89483.38,,SPECI KMHS 071323Z AUTO 00000KT 2SM HZ OVC033 14/09 A3008 RMK AO2 T01390089,,71.83,0.0,13.9,,2018-08-07 13:23:00,8.86,1005.84,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
209,101896.38,N,,,,101597.67,334.0,Haze,,,,1.75,89513.13,,SPECI KMHS 071331Z AUTO 00000KT 1 3/4SM HZ OVC033 14/09 A3009 RMK AO2 T01440089,,69.55,0.0,14.4,,2018-08-07 13:31:00,8.85,1005.84,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
210,101896.38,N,,,101760.0,101522.96,324.0,Haze,,,,1.75,89513.13,,KMHS 071356Z AUTO 00000KT 1 3/4SM HZ OVC032 16/09 A3009 RMK AO2  SLP176 T01610094,,64.5,0.0,16.1,,2018-08-07 13:56:00,9.35,975.36,9.4,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
211,101930.25,N,,,,101508.82,294.0,Haze,,,,1.75,89542.88,,KMHS 071430Z AUTO 00000KT 1 3/4SM HZ OVC029 17/10 A3010 RMK AO2  T01720100,,62.62,0.0,17.2,,2018-08-07 14:30:00,9.96,883.92,10.0,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
212,101930.25,N,,,,101530.52,284.0,Haze,,,,2.0,89542.88,,SPECI KMHS 071440Z AUTO 00000KT 2SM HZ OVC028 17/10 A3010 RMK AO2 T01670100,,64.63,0.0,16.7,,2018-08-07 14:40:00,9.95,853.44,10.0,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
213,101930.25,N,,,101760.0,101482.81,274.0,Haze,,,,2.0,89542.88,3003.0,KMHS 071456Z AUTO 00000KT 2SM HZ OVC027 18/11 A3010 RMK AO2 SLP176  T01780111 53003,,64.88,0.0,17.8,,2018-08-07 14:56:00,11.06,822.96,11.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
214,101896.38,N,,,,101354.97,264.0,Haze,,,,1.75,89513.13,,SPECI KMHS 071528Z AUTO 00000KT 1 3/4SM HZ OVC026 20/11 A3009 RMK AO2 T02000111,,56.56,0.0,20.0,,2018-08-07 15:28:00,11.06,792.48,11.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
215,101896.38,,,,101720.0,101308.49,254.0,Haze,,,,1.75,89513.13,,KMHS 071556Z AUTO VRB03KT 1 3/4SM HZ OVC025 21/11 A3009 RMK AO2  SLP172 T02110106,,51.13,1.54,21.1,,2018-08-07 15:56:00,10.56,762.0,10.6,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
216,101862.52,WNW,,,101670.0,101158.07,244.0,Haze,,,,1.75,89483.38,,KMHS 071656Z AUTO 30003KT 1 3/4SM HZ OVC024 24/11 A3008 RMK AO2  SLP167 T02390111,,44.61,1.54,23.9,,2018-08-07 16:56:00,11.09,731.52,11.1,,,1.0,6.0,300.0,KMHS,3540,-122.31702,41.31494
217,101828.66,,,,101630.0,101034.38,223.0,Haze,13.9,,,1.75,89453.64,8007.0,KMHS 071756Z AUTO VRB05KT 1 3/4SM HZ BKN022 OVC028 26/11 A3007 RMK AO2 SLP163 T02610111 10261 20139 58007,284.0,39.14,2.57,26.1,26.1,2018-08-07 17:56:00,11.11,670.56,11.1,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
218,101794.79,NW,,27.37,101560.0,100932.07,214.0,Haze,,,,1.75,89423.88,,KMHS 071856Z AUTO 32004KT 1 3/4SM HZ OVC021 28/12 A3006 RMK AO2  SLP156 T02780122,,38.09,2.06,27.8,,2018-08-07 18:56:00,12.23,640.08,12.2,,,1.0,6.0,320.0,KMHS,3540,-122.31702,41.31494
219,101760.93,,,27.64,,100878.51,224.0,Haze,,,,2.0,89394.14,,KMHS 071915Z AUTO VRB03KT 2SM HZ OVC022 28/12 A3005 RMK AO2  T02830117,,35.8,1.54,28.3,,2018-08-07 19:15:00,11.73,670.56,11.7,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
220,101693.2,N,,28.37,101460.0,100767.62,213.0,Haze,,,,2.0,89334.64,,KMHS 071956Z AUTO 00000KT 2SM HZ BKN021 OVC027 29/11 A3003 RMK AO2  SLP146 T02940111,274.0,32.29,0.0,29.4,,2018-08-07 19:56:00,11.15,640.08,11.1,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
221,101625.47,,,30.42,101390.0,100610.06,224.0,Haze,,,,2.0,89275.14,8020.0,KMHS 072056Z AUTO VRB03KT 2SM HZ OVC022 32/12 A3001 RMK AO2 SLP139  T03170117 58020,,29.47,1.54,31.7,,2018-08-07 20:56:00,11.8,670.56,11.7,,,1.0,6.0,,KMHS,3540,-122.31702,41.31494
222,101557.75,N,,30.42,101340.0,100523.72,234.0,Haze,,,,2.5,89215.65,,KMHS 072156Z AUTO 00000KT 2 1/2SM HZ OVC023 32/09 A2999 RMK AO2  SLP134 T03220089,,23.76,0.0,32.2,,2018-08-07 21:56:00,9.02,701.04,8.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
223,101557.75,N,,30.96,,100500.47,272.0,Haze,,,,3.0,89215.65,,KMHS 072230Z AUTO 00000KT 3SM HZ SCT027 33/09 A2999 RMK AO2 T03280094,,22.87,0.0,32.8,,2018-08-07 22:30:00,8.97,,9.4,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
224,101523.88,N,,31.45,101270.0,100424.85,296.0,Haze,,,,6.0,89185.89,,KMHS 072256Z AUTO 00000KT 6SM HZ FEW029 34/02 A2998 RMK AO2 SLP127  T03390022,,13.57,0.0,33.9,,2018-08-07 22:56:00,2.41,,2.2,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
225,101490.02,N,,30.99,101260.0,100414.36,1.0,Haze,25.6,,,5.0,89156.15,6013.0,KMHS 072356Z AUTO 00000KT 5SM HZ CLR 33/04 A2997 RMK AO2 SLP126  T03330039 10344 20256 56013,,15.83,0.0,33.3,34.4,2018-08-07 23:56:00,4.08,,3.9,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
226,101456.15,N,,29.75,101240.0,100442.69,356.0,Haze,,,,4.0,89126.4,,KMHS 080056Z AUTO 00000KT 4SM HZ FEW035 32/07 A2996 RMK AO2 SLP124  T03170067,,21.04,0.0,31.7,,2018-08-08 00:56:00,6.82,,6.7,,,1.0,6.0,0.0,KMHS,3540,-122.31702,41.31494
