,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,dew_point_temperature_set_1d,wind_direction_set_1,snow_depth_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
397,2018-08-17 18:00:00,ENE,3.43,14.08,5.29,70.4,,41.14,1.47,18.84,MSMED,6509,-122.43333,41.33556
398,2018-08-17 19:00:00,E,4.12,13.93,6.84,87.1,,45.23,1.43,19.03,MSMED,6509,-122.43333,41.33556
399,2018-08-17 20:00:00,E,4.41,13.92,4.45,100.7,19.558,35.4,1.32,20.31,MSMED,6509,-122.43333,41.33556
400,2018-08-17 21:00:00,ESE,5.39,13.93,2.9,109.9,10.16,30.96,1.26,20.71,MSMED,6509,-122.43333,41.33556
401,2018-08-17 22:00:00,E,5.49,13.94,1.7,89.5,16.002,28.07,1.4,20.91,MSMED,6509,-122.43333,41.33556
402,2018-08-17 23:00:00,E,3.33,13.95,1.46,97.7,26.924,27.06,1.08,21.22,MSMED,6509,-122.43333,41.33556
403,2018-08-18 00:00:00,ESE,2.45,13.61,1.54,101.7,6286.5,27.73,0.81,20.92,MSMED,6509,-122.43333,41.33556
404,2018-08-18 01:00:00,SE,1.28,13.3,1.68,129.2,41.656,28.35,0.19,20.73,MSMED,6509,-122.43333,41.33556
405,2018-08-18 02:00:00,W,0.88,12.94,0.87,260.0,18.288,29.3,0.15,19.27,MSMED,6509,-122.43333,41.33556
406,2018-08-18 03:00:00,WSW,1.67,12.9,1.48,252.2,,33.34,0.59,17.92,MSMED,6509,-122.43333,41.33556
407,2018-08-18 04:00:00,WSW,2.45,12.9,2.87,243.9,10.922,40.56,0.49,16.39,MSMED,6509,-122.43333,41.33556
408,2018-08-18 05:00:00,WSW,1.76,12.88,0.36,252.8,,39.62,0.85,13.97,MSMED,6509,-122.43333,41.33556
409,2018-08-18 06:00:00,WSW,1.96,12.87,1.2,245.2,5798.82,43.0,1.44,13.64,MSMED,6509,-122.43333,41.33556
410,2018-08-18 07:00:00,WSW,1.86,12.85,0.22,244.9,-6.604,40.78,1.5,13.38,MSMED,6509,-122.43333,41.33556
411,2018-08-18 08:00:00,WSW,1.96,12.81,-1.84,244.4,6286.5,36.19,1.51,12.91,MSMED,6509,-122.43333,41.33556
412,2018-08-18 09:00:00,WSW,2.06,12.81,0.31,243.5,22.86,44.41,1.4,12.17,MSMED,6509,-122.43333,41.33556
413,2018-08-18 10:00:00,WSW,1.86,12.79,-0.96,242.8,50.038,40.71,1.47,12.1,MSMED,6509,-122.43333,41.33556
414,2018-08-18 11:00:00,WSW,1.86,12.78,-1.1,238.9,,38.89,1.13,12.64,MSMED,6509,-122.43333,41.33556
415,2018-08-18 12:00:00,WSW,1.57,12.74,-0.59,243.3,,37.47,0.59,13.78,MSMED,6509,-122.43333,41.33556
416,2018-08-18 13:00:00,WSW,1.57,12.73,-0.46,239.3,27.178,39.16,0.63,13.24,MSMED,6509,-122.43333,41.33556
417,2018-08-18 14:00:00,SW,1.67,12.6,-0.2,235.0,4.826,37.34,0.7,14.26,MSMED,6509,-122.43333,41.33556
418,2018-08-18 15:00:00,SSW,1.47,13.73,1.29,193.2,,28.91,0.39,19.97,MSMED,6509,-122.43333,41.33556
419,2018-08-18 16:00:00,SE,1.96,13.97,2.23,146.0,,30.1,0.4,20.4,MSMED,6509,-122.43333,41.33556
420,2018-08-18 17:00:00,SE,2.84,13.93,3.66,142.9,5.334,33.92,0.66,20.11,MSMED,6509,-122.43333,41.33556
421,2018-08-18 18:00:00,ENE,4.51,13.96,3.86,74.4,-7.874,34.39,1.69,20.11,MSMED,6509,-122.43333,41.33556
422,2018-08-18 19:00:00,E,4.21,13.9,4.8,83.1,34.036,34.8,1.55,20.98,MSMED,6509,-122.43333,41.33556
423,2018-08-18 20:00:00,ENE,4.21,13.93,4.51,76.8,,33.25,1.65,21.39,MSMED,6509,-122.43333,41.33556
424,2018-08-18 21:00:00,E,4.8,13.93,4.07,82.0,,30.22,1.52,22.44,MSMED,6509,-122.43333,41.33556
425,2018-08-18 22:00:00,E,3.53,13.89,3.81,82.2,,29.35,1.4,22.61,MSMED,6509,-122.43333,41.33556
426,2018-08-18 23:00:00,ESE,3.72,13.87,4.13,105.9,14.986,30.02,0.94,22.61,MSMED,6509,-122.43333,41.33556
427,2018-08-19 00:00:00,E,2.55,13.54,4.56,91.7,36.322,31.36,0.82,22.39,MSMED,6509,-122.43333,41.33556
428,2018-08-19 01:00:00,ENE,2.35,13.22,4.62,68.74,5666.74,33.39,0.61,21.44,MSMED,6509,-122.43333,41.33556
429,2018-08-19 02:00:00,WSW,1.18,12.83,3.76,255.2,,34.68,0.55,19.86,MSMED,6509,-122.43333,41.33556
430,2018-08-19 03:00:00,WSW,1.67,12.88,2.37,245.3,17.272,36.3,1.11,17.58,MSMED,6509,-122.43333,41.33556
431,2018-08-19 04:00:00,WSW,1.96,12.88,-0.37,245.0,3.81,31.6,1.39,16.66,MSMED,6509,-122.43333,41.33556
432,2018-08-19 05:00:00,WSW,2.74,12.88,2.26,238.4,6286.5,42.18,1.05,15.11,MSMED,6509,-122.43333,41.33556
433,2018-08-19 06:00:00,WSW,1.57,12.85,0.55,253.6,,33.35,0.64,16.86,MSMED,6509,-122.43333,41.33556
434,2018-08-19 07:00:00,WSW,1.76,12.83,1.58,248.5,76.454,42.51,1.06,14.24,MSMED,6509,-122.43333,41.33556
435,2018-08-19 08:00:00,WSW,2.06,12.81,2.05,246.9,44.958,46.3,1.49,13.44,MSMED,6509,-122.43333,41.33556
436,2018-08-19 09:00:00,WSW,1.96,12.78,1.7,246.6,6286.5,44.95,1.49,13.51,MSMED,6509,-122.43333,41.33556
437,2018-08-19 10:00:00,WSW,2.06,12.77,0.6,246.7,60.96,42.46,1.49,13.18,MSMED,6509,-122.43333,41.33556
438,2018-08-19 11:00:00,WSW,1.96,12.73,-1.69,245.3,,36.12,1.6,13.11,MSMED,6509,-122.43333,41.33556
439,2018-08-19 12:00:00,WSW,1.96,12.7,-2.07,248.1,32.512,35.11,1.56,13.11,MSMED,6509,-122.43333,41.33556
440,2018-08-19 13:00:00,WSW,1.86,12.69,-2.35,244.1,72.898,34.1,1.33,13.24,MSMED,6509,-122.43333,41.33556
441,2018-08-19 14:00:00,WSW,1.96,12.57,-0.27,242.0,68.58,37.67,1.34,14.05,MSMED,6509,-122.43333,41.33556
442,2018-08-19 15:00:00,SW,1.47,14.19,1.35,232.9,,29.78,0.71,19.56,MSMED,6509,-122.43333,41.33556
443,2018-08-19 16:00:00,S,1.57,14.02,1.18,184.5,,25.72,0.29,21.72,MSMED,6509,-122.43333,41.33556
444,2018-08-19 17:00:00,ESE,3.33,13.91,1.86,119.1,,27.93,0.95,21.17,MSMED,6509,-122.43333,41.33556
445,2018-08-19 18:00:00,E,4.02,13.93,2.45,91.3,,29.75,1.41,20.84,MSMED,6509,-122.43333,41.33556
