,road_freezing_temp_set_2,date_time,road_freezing_temp_set_1,road_subsurface_tmp_set_1,road_temp_set_1,road_temp_set_2,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
19,0.0,2018-08-01 04:56:00,0.0,33.4,27.7,27.6,11.33,,283.0,WNW,64.0,1.11,1.11,18.3,CTHAT,4366,-121.76199,40.85216
20,0.0,2018-08-01 05:11:00,0.0,33.4,27.3,27.2,10.9,,286.0,WNW,63.0,0.83,1.11,18.1,CTHAT,4366,-121.76199,40.85216
21,0.0,2018-08-01 05:26:00,0.0,33.4,26.8,26.7,10.85,,286.0,WNW,64.0,1.39,1.11,17.8,CTHAT,4366,-121.76199,40.85216
22,0.0,2018-08-01 05:41:00,0.0,33.4,26.4,26.3,10.9,,291.0,WNW,65.0,1.11,1.39,17.6,CTHAT,4366,-121.76199,40.85216
23,0.0,2018-08-01 06:11:00,0.0,33.3,25.7,25.5,10.78,,299.0,WNW,67.0,1.11,1.39,17.0,CTHAT,4366,-121.76199,40.85216
24,0.0,2018-08-01 06:26:00,0.0,33.2,25.3,25.1,10.82,,294.0,WNW,68.0,1.11,1.39,16.8,CTHAT,4366,-121.76199,40.85216
25,0.0,2018-08-01 06:41:00,0.0,33.2,25.0,24.8,10.53,,281.0,W,68.0,1.67,1.94,16.5,CTHAT,4366,-121.76199,40.85216
26,0.0,2018-08-01 06:56:00,0.0,33.1,24.7,24.5,10.65,,300.0,WNW,69.0,0.83,1.39,16.4,CTHAT,4366,-121.76199,40.85216
27,0.0,2018-08-01 07:11:00,0.0,33.1,24.5,24.3,10.46,,288.0,WNW,66.0,0.28,0.56,16.9,CTHAT,4366,-121.76199,40.85216
28,0.0,2018-08-01 07:26:00,0.0,33.0,24.3,24.2,10.14,,276.0,W,63.0,0.28,0.28,17.3,CTHAT,4366,-121.76199,40.85216
29,0.0,2018-08-01 07:41:00,0.0,32.9,24.1,24.0,9.81,,284.0,WNW,62.0,0.56,0.56,17.2,CTHAT,4366,-121.76199,40.85216
30,0.0,2018-08-01 07:56:00,0.0,32.8,23.9,23.8,9.86,,301.0,WNW,63.0,0.56,0.56,17.0,CTHAT,4366,-121.76199,40.85216
31,0.0,2018-08-01 08:11:00,0.0,32.8,23.7,23.6,10.04,,298.0,WNW,65.0,0.56,0.83,16.7,CTHAT,4366,-121.76199,40.85216
32,0.0,2018-08-01 08:26:00,0.0,32.7,23.5,23.4,10.04,,277.0,W,65.0,0.56,0.56,16.7,CTHAT,4366,-121.76199,40.85216
33,0.0,2018-08-01 08:41:00,0.0,32.6,23.4,23.2,10.23,,,,65.0,0.0,0.28,16.9,CTHAT,4366,-121.76199,40.85216
34,0.0,2018-08-01 08:56:00,0.0,32.5,23.2,23.1,10.04,,272.0,W,65.0,0.28,0.0,16.7,CTHAT,4366,-121.76199,40.85216
35,0.0,2018-08-01 09:11:00,0.0,32.4,23.0,22.9,10.37,,,,66.0,0.0,0.56,16.8,CTHAT,4366,-121.76199,40.85216
36,0.0,2018-08-01 09:26:00,0.0,32.3,22.9,22.8,10.18,,276.0,W,66.0,0.56,0.28,16.6,CTHAT,4366,-121.76199,40.85216
37,0.0,2018-08-01 09:41:00,0.0,32.3,22.7,22.6,10.15,,279.0,W,68.0,0.56,0.56,16.1,CTHAT,4366,-121.76199,40.85216
38,0.0,2018-08-01 09:56:00,0.0,32.2,22.5,22.4,10.34,,275.0,W,68.0,0.56,0.56,16.3,CTHAT,4366,-121.76199,40.85216
39,0.0,2018-08-01 10:11:00,0.0,32.1,22.4,22.3,10.31,,,,67.0,0.0,0.28,16.5,CTHAT,4366,-121.76199,40.85216
40,0.0,2018-08-01 10:26:00,0.0,32.0,22.2,22.1,10.43,,263.0,W,68.0,0.28,0.28,16.4,CTHAT,4366,-121.76199,40.85216
41,0.0,2018-08-01 10:41:00,0.0,31.9,22.1,22.0,10.34,,,,68.0,0.0,0.56,16.3,CTHAT,4366,-121.76199,40.85216
42,0.0,2018-08-01 10:56:00,0.0,31.8,21.9,21.9,10.24,,,,68.0,0.0,0.28,16.2,CTHAT,4366,-121.76199,40.85216
43,0.0,2018-08-01 11:11:00,0.0,31.7,21.8,21.7,10.34,,,,68.0,0.0,0.0,16.3,CTHAT,4366,-121.76199,40.85216
44,0.0,2018-08-01 11:26:00,0.0,31.6,21.6,21.5,10.18,,273.0,W,69.0,0.28,0.28,15.9,CTHAT,4366,-121.76199,40.85216
45,0.0,2018-08-01 11:41:00,0.0,31.5,21.5,21.4,10.2,,,,70.0,0.0,0.28,15.7,CTHAT,4366,-121.76199,40.85216
46,0.0,2018-08-01 11:56:00,0.0,31.4,21.3,21.2,10.3,,,,70.0,0.0,0.28,15.8,CTHAT,4366,-121.76199,40.85216
47,0.0,2018-08-01 12:11:00,0.0,31.3,21.1,21.1,10.32,,,,71.0,0.0,0.0,15.6,CTHAT,4366,-121.76199,40.85216
48,0.0,2018-08-01 12:26:00,0.0,31.2,21.0,20.9,10.22,,,,71.0,0.0,0.0,15.5,CTHAT,4366,-121.76199,40.85216
49,0.0,2018-08-01 12:41:00,0.0,31.2,20.8,20.8,10.34,,,,72.0,0.0,0.0,15.4,CTHAT,4366,-121.76199,40.85216
50,0.0,2018-08-01 12:56:00,0.0,31.1,20.7,20.7,10.35,,,,73.0,0.0,0.0,15.2,CTHAT,4366,-121.76199,40.85216
51,0.0,2018-08-01 13:11:00,0.0,31.0,20.6,20.6,10.34,,,,72.0,0.0,0.0,15.4,CTHAT,4366,-121.76199,40.85216
52,0.0,2018-08-01 13:26:00,0.0,30.9,20.5,20.6,10.35,,102.0,ESE,73.0,0.28,0.0,15.2,CTHAT,4366,-121.76199,40.85216
53,0.0,2018-08-01 13:41:00,0.0,30.8,20.5,20.5,10.65,,86.0,E,74.0,0.28,0.28,15.3,CTHAT,4366,-121.76199,40.85216
54,0.0,2018-08-01 13:56:00,0.0,30.7,20.6,20.7,10.95,,,,75.0,0.0,0.28,15.4,CTHAT,4366,-121.76199,40.85216
55,0.0,2018-08-01 14:11:00,0.0,30.6,20.7,20.7,11.23,,,,74.0,0.0,0.0,15.9,CTHAT,4366,-121.76199,40.85216
56,0.0,2018-08-01 14:26:00,0.0,30.5,21.1,21.0,11.7,,,,73.0,0.0,0.0,16.6,CTHAT,4366,-121.76199,40.85216
57,0.0,2018-08-01 14:41:00,0.0,30.4,21.3,22.0,12.19,,,,73.0,0.0,0.0,17.1,CTHAT,4366,-121.76199,40.85216
58,0.0,2018-08-01 14:56:00,0.0,30.3,21.6,23.1,12.72,,94.0,E,71.0,0.28,0.28,18.1,CTHAT,4366,-121.76199,40.85216
59,0.0,2018-08-01 15:11:00,0.0,30.3,21.9,23.4,13.15,,106.0,ESE,69.0,0.28,0.56,19.0,CTHAT,4366,-121.76199,40.85216
60,0.0,2018-08-01 15:26:00,0.0,30.2,22.3,23.5,12.9,,101.0,E,65.0,0.83,0.83,19.7,CTHAT,4366,-121.76199,40.85216
61,0.0,2018-08-01 15:41:00,0.0,30.1,22.7,23.7,13.28,,109.0,ESE,65.0,1.11,1.39,20.1,CTHAT,4366,-121.76199,40.85216
62,0.0,2018-08-01 15:56:00,0.0,30.0,23.2,24.1,12.31,,85.0,E,57.0,1.67,1.67,21.2,CTHAT,4366,-121.76199,40.85216
63,0.0,2018-08-01 16:11:00,0.0,29.9,23.6,24.4,11.39,,82.0,E,53.0,1.11,1.67,21.4,CTHAT,4366,-121.76199,40.85216
64,0.0,2018-08-01 16:26:00,0.0,29.9,24.0,25.0,11.67,,83.0,E,53.0,1.39,1.67,21.7,CTHAT,4366,-121.76199,40.85216
65,0.0,2018-08-01 16:41:00,0.0,29.8,25.8,25.4,11.31,,94.0,E,49.0,0.56,1.67,22.6,CTHAT,4366,-121.76199,40.85216
66,0.0,2018-08-01 16:56:00,0.0,29.7,29.7,26.5,11.96,,96.0,E,49.0,1.11,1.39,23.3,CTHAT,4366,-121.76199,40.85216
67,0.0,2018-08-01 17:11:00,0.0,29.7,32.0,30.5,11.69,,89.0,E,47.0,0.83,1.67,23.7,CTHAT,4366,-121.76199,40.85216
68,0.0,2018-08-01 17:26:00,0.0,29.6,33.7,33.5,11.72,,,,43.0,0.0,1.39,25.2,CTHAT,4366,-121.76199,40.85216
69,0.0,2018-08-01 17:41:00,0.0,29.6,32.5,35.9,12.47,,263.0,W,46.0,1.39,2.22,24.9,CTHAT,4366,-121.76199,40.85216
70,0.0,2018-08-01 17:56:00,0.0,29.5,32.7,38.1,11.88,,293.0,WNW,44.0,1.94,2.78,25.0,CTHAT,4366,-121.76199,40.85216
71,0.0,2018-08-01 18:11:00,0.0,29.5,36.7,39.6,11.35,,316.0,NW,43.0,2.78,3.61,24.8,CTHAT,4366,-121.76199,40.85216
72,0.0,2018-08-01 18:26:00,0.0,29.5,39.2,41.3,11.72,,290.0,WNW,43.0,1.94,4.17,25.2,CTHAT,4366,-121.76199,40.85216
73,0.0,2018-08-01 18:41:00,0.0,29.5,40.9,42.6,12.17,,271.0,W,43.0,2.78,3.33,25.7,CTHAT,4366,-121.76199,40.85216
74,0.0,2018-08-01 18:56:00,0.0,29.5,42.8,44.2,12.26,,310.0,NW,41.0,1.94,3.33,26.6,CTHAT,4366,-121.76199,40.85216
75,0.0,2018-08-01 19:11:00,0.0,29.5,44.0,45.2,12.36,,273.0,W,42.0,3.33,4.44,26.3,CTHAT,4366,-121.76199,40.85216
76,0.0,2018-08-01 19:26:00,0.0,29.5,45.5,46.6,12.54,,286.0,WNW,42.0,3.06,4.44,26.5,CTHAT,4366,-121.76199,40.85216
77,0.0,2018-08-01 19:41:00,0.0,29.6,46.5,47.4,12.9,,298.0,WNW,43.0,3.06,5.0,26.5,CTHAT,4366,-121.76199,40.85216
78,0.0,2018-08-01 19:56:00,0.0,29.6,47.6,48.3,12.9,,294.0,WNW,43.0,2.78,4.44,26.5,CTHAT,4366,-121.76199,40.85216
79,0.0,2018-08-01 20:11:00,0.0,29.7,48.1,48.7,12.72,26.52,308.0,NW,42.0,3.33,5.0,26.7,CTHAT,4366,-121.76199,40.85216
80,0.0,2018-08-01 20:26:00,0.0,29.8,49.1,49.6,11.87,26.81,262.0,W,39.0,3.33,4.17,27.0,CTHAT,4366,-121.76199,40.85216
81,0.0,2018-08-01 20:41:00,0.0,29.9,49.8,50.2,12.32,27.19,285.0,WNW,39.0,3.33,4.72,27.5,CTHAT,4366,-121.76199,40.85216
82,0.0,2018-08-01 20:56:00,0.0,30.0,49.9,50.3,11.56,26.84,292.0,WNW,38.0,3.61,4.72,27.1,CTHAT,4366,-121.76199,40.85216
83,0.0,2018-08-01 21:11:00,0.0,30.2,50.4,50.6,10.42,26.76,280.0,W,35.0,3.06,4.17,27.2,CTHAT,4366,-121.76199,40.85216
84,0.0,2018-08-01 21:26:00,0.0,30.3,50.5,50.8,9.35,26.83,270.0,W,32.0,3.89,5.28,27.5,CTHAT,4366,-121.76199,40.85216
85,0.0,2018-08-01 21:41:00,0.0,30.4,50.8,50.9,9.52,26.97,308.0,NW,32.0,3.61,5.28,27.7,CTHAT,4366,-121.76199,40.85216
86,0.0,2018-08-01 21:56:00,0.0,30.6,51.0,51.1,8.74,27.02,250.0,WSW,30.0,3.06,5.83,27.9,CTHAT,4366,-121.76199,40.85216
87,0.0,2018-08-01 22:11:00,0.0,30.7,51.0,51.1,6.82,27.0,277.0,W,26.0,3.06,5.28,28.1,CTHAT,4366,-121.76199,40.85216
88,0.0,2018-08-01 22:26:00,0.0,30.9,50.9,50.9,6.74,26.93,272.0,W,26.0,4.44,6.11,28.0,CTHAT,4366,-121.76199,40.85216
89,0.0,2018-08-01 22:41:00,0.0,31.1,50.9,50.9,6.01,27.21,268.0,W,24.0,1.94,3.61,28.5,CTHAT,4366,-121.76199,40.85216
90,0.0,2018-08-01 22:56:00,0.0,31.2,50.3,50.2,3.85,26.91,280.0,W,21.0,2.78,6.67,28.2,CTHAT,4366,-121.76199,40.85216
91,0.0,2018-08-01 23:11:00,0.0,31.4,50.3,50.1,7.08,27.21,280.0,W,26.0,2.5,6.39,28.4,CTHAT,4366,-121.76199,40.85216
92,0.0,2018-08-01 23:26:00,0.0,31.6,49.9,49.7,5.31,27.11,280.0,W,23.0,2.78,5.0,28.4,CTHAT,4366,-121.76199,40.85216
93,0.0,2018-08-01 23:41:00,0.0,31.7,49.4,49.2,6.35,27.51,278.0,W,24.0,1.94,4.72,28.9,CTHAT,4366,-121.76199,40.85216
94,0.0,2018-08-01 23:56:00,0.0,31.9,48.7,48.4,5.02,27.37,272.0,W,22.0,2.22,4.17,28.8,CTHAT,4366,-121.76199,40.85216
95,0.0,2018-08-02 00:11:00,0.0,32.1,48.3,48.0,5.4,27.18,262.0,W,23.0,2.78,3.33,28.5,CTHAT,4366,-121.76199,40.85216
96,0.0,2018-08-02 00:26:00,0.0,32.3,47.5,47.1,5.23,27.04,251.0,WSW,23.0,2.5,3.06,28.3,CTHAT,4366,-121.76199,40.85216
97,0.0,2018-08-02 00:41:00,0.0,32.4,46.4,45.7,3.94,26.98,281.0,W,21.0,1.67,3.89,28.3,CTHAT,4366,-121.76199,40.85216
98,0.0,2018-08-02 00:56:00,0.0,32.6,45.0,42.3,3.16,26.88,285.0,WNW,20.0,2.78,3.61,28.2,CTHAT,4366,-121.76199,40.85216
99,0.0,2018-08-02 01:11:00,0.0,32.7,42.1,40.6,4.34,26.8,283.0,WNW,22.0,3.06,3.61,28.0,CTHAT,4366,-121.76199,40.85216
100,0.0,2018-08-02 01:26:00,0.0,32.9,40.1,39.0,5.74,26.56,263.0,W,25.0,1.94,3.06,27.5,CTHAT,4366,-121.76199,40.85216
101,0.0,2018-08-02 01:41:00,0.0,33.0,38.8,37.8,6.25,26.24,290.0,WNW,27.0,1.67,2.22,26.8,CTHAT,4366,-121.76199,40.85216
102,0.0,2018-08-02 01:56:00,0.0,33.1,37.4,36.5,6.73,,272.0,W,30.0,1.11,1.94,25.6,CTHAT,4366,-121.76199,40.85216
103,0.0,2018-08-02 02:11:00,0.0,33.3,36.2,35.5,6.79,,291.0,WNW,32.0,1.67,2.78,24.6,CTHAT,4366,-121.76199,40.85216
104,0.0,2018-08-02 02:26:00,0.0,33.4,34.9,34.5,7.54,,291.0,WNW,36.0,1.39,1.67,23.5,CTHAT,4366,-121.76199,40.85216
105,0.0,2018-08-02 02:41:00,0.0,33.5,33.8,33.4,6.41,,310.0,NW,35.0,1.39,1.94,22.7,CTHAT,4366,-121.76199,40.85216
106,0.0,2018-08-02 02:56:00,0.0,33.5,32.8,32.4,8.09,,276.0,W,42.0,1.67,2.22,21.6,CTHAT,4366,-121.76199,40.85216
107,0.0,2018-08-02 03:11:00,0.0,33.6,31.9,31.6,8.43,,268.0,W,46.0,1.11,1.94,20.5,CTHAT,4366,-121.76199,40.85216
108,0.0,2018-08-02 03:26:00,0.0,33.7,30.9,30.7,7.17,,274.0,W,43.0,1.67,2.5,20.2,CTHAT,4366,-121.76199,40.85216
109,0.0,2018-08-02 03:41:00,0.0,33.7,30.2,29.9,7.61,,282.0,WNW,46.0,1.11,1.94,19.6,CTHAT,4366,-121.76199,40.85216
110,0.0,2018-08-02 03:56:00,0.0,33.7,29.5,29.3,7.52,,274.0,W,46.0,1.39,1.67,19.5,CTHAT,4366,-121.76199,40.85216
111,0.0,2018-08-02 04:11:00,0.0,33.8,28.9,28.7,7.28,,297.0,WNW,47.0,1.39,1.67,18.9,CTHAT,4366,-121.76199,40.85216
112,0.0,2018-08-02 04:26:00,0.0,33.8,28.2,28.1,7.43,,272.0,W,49.0,1.11,1.67,18.4,CTHAT,4366,-121.76199,40.85216
113,0.0,2018-08-02 04:41:00,0.0,33.8,27.8,27.6,7.34,,284.0,WNW,49.0,1.39,1.94,18.3,CTHAT,4366,-121.76199,40.85216
114,0.0,2018-08-02 04:56:00,0.0,33.7,27.3,27.1,7.36,,277.0,W,50.0,1.39,1.67,18.0,CTHAT,4366,-121.76199,40.85216
115,0.0,2018-08-02 05:11:00,0.0,33.7,26.8,26.7,7.04,,277.0,W,48.0,1.39,1.67,18.3,CTHAT,4366,-121.76199,40.85216
116,0.0,2018-08-02 05:26:00,0.0,33.7,26.4,26.2,6.97,,270.0,W,49.0,1.11,1.94,17.9,CTHAT,4366,-121.76199,40.85216
117,0.0,2018-08-02 05:41:00,0.0,33.7,26.0,25.9,6.99,,284.0,WNW,50.0,1.11,1.39,17.6,CTHAT,4366,-121.76199,40.85216
118,0.0,2018-08-02 05:56:00,0.0,33.6,25.6,25.5,6.8,,298.0,WNW,50.0,1.39,1.67,17.4,CTHAT,4366,-121.76199,40.85216
119,0.0,2018-08-02 06:11:00,0.0,33.6,25.3,25.2,6.72,,276.0,W,51.0,0.83,1.39,17.0,CTHAT,4366,-121.76199,40.85216
120,0.0,2018-08-02 06:26:00,0.0,33.5,24.9,24.8,6.34,,285.0,WNW,50.0,0.83,1.11,16.9,CTHAT,4366,-121.76199,40.85216
121,0.0,2018-08-02 06:41:00,0.0,33.4,24.6,24.6,6.64,,289.0,WNW,52.0,0.83,1.11,16.6,CTHAT,4366,-121.76199,40.85216
122,0.0,2018-08-02 06:56:00,0.0,33.4,24.4,24.3,6.54,,300.0,WNW,52.0,0.56,0.83,16.5,CTHAT,4366,-121.76199,40.85216
123,0.0,2018-08-02 07:11:00,0.0,33.3,24.1,24.1,6.91,,277.0,W,54.0,0.56,0.56,16.3,CTHAT,4366,-121.76199,40.85216
124,0.0,2018-08-02 07:26:00,0.0,33.2,23.9,23.8,7.33,,288.0,WNW,57.0,0.56,0.56,15.9,CTHAT,4366,-121.76199,40.85216
125,0.0,2018-08-02 07:41:00,0.0,33.2,23.6,23.5,7.3,,287.0,WNW,58.0,0.83,0.83,15.6,CTHAT,4366,-121.76199,40.85216
126,0.0,2018-08-02 07:56:00,0.0,33.1,23.4,23.3,7.46,,281.0,W,59.0,1.11,1.39,15.5,CTHAT,4366,-121.76199,40.85216
127,0.0,2018-08-02 08:11:00,0.0,33.0,23.1,23.0,7.76,,269.0,W,61.0,0.83,1.11,15.3,CTHAT,4366,-121.76199,40.85216
128,0.0,2018-08-02 08:26:00,0.0,32.9,22.8,22.7,8.15,,292.0,WNW,63.0,0.56,0.83,15.2,CTHAT,4366,-121.76199,40.85216
129,0.0,2018-08-02 08:41:00,0.0,32.8,22.6,22.5,8.19,,278.0,W,64.0,0.83,0.83,15.0,CTHAT,4366,-121.76199,40.85216
130,0.0,2018-08-02 08:56:00,0.0,32.7,22.3,22.2,8.36,,290.0,WNW,66.0,0.83,0.83,14.7,CTHAT,4366,-121.76199,40.85216
131,0.0,2018-08-02 09:11:00,0.0,32.6,22.1,22.0,8.49,,286.0,WNW,67.0,0.83,0.83,14.6,CTHAT,4366,-121.76199,40.85216
132,0.0,2018-08-02 09:26:00,0.0,32.5,21.9,21.8,8.71,,286.0,WNW,68.0,0.56,1.11,14.6,CTHAT,4366,-121.76199,40.85216
133,0.0,2018-08-02 09:41:00,0.0,32.4,21.7,21.6,9.07,,305.0,NW,71.0,0.83,0.83,14.3,CTHAT,4366,-121.76199,40.85216
134,0.0,2018-08-02 09:56:00,0.0,32.3,21.6,21.5,9.05,,291.0,WNW,70.0,0.56,0.83,14.5,CTHAT,4366,-121.76199,40.85216
135,0.0,2018-08-02 10:11:00,0.0,32.2,21.5,21.4,9.28,,269.0,W,68.0,0.28,0.83,15.2,CTHAT,4366,-121.76199,40.85216
136,0.0,2018-08-02 10:26:00,0.0,32.1,21.4,21.3,8.93,,305.0,NW,66.0,1.11,0.83,15.3,CTHAT,4366,-121.76199,40.85216
137,0.0,2018-08-02 10:41:00,0.0,32.0,21.2,21.2,8.93,,294.0,WNW,66.0,1.39,1.67,15.3,CTHAT,4366,-121.76199,40.85216
138,0.0,2018-08-02 10:56:00,0.0,31.9,21.0,21.0,8.87,,301.0,WNW,67.0,0.56,1.11,15.0,CTHAT,4366,-121.76199,40.85216
139,0.0,2018-08-02 11:11:00,0.0,31.8,20.9,20.8,8.9,,284.0,WNW,68.0,0.83,2.22,14.8,CTHAT,4366,-121.76199,40.85216
140,0.0,2018-08-02 11:26:00,0.0,31.7,20.8,20.7,8.9,,279.0,W,68.0,0.56,0.83,14.8,CTHAT,4366,-121.76199,40.85216
141,0.0,2018-08-02 11:41:00,0.0,31.6,20.6,20.5,8.87,,261.0,W,71.0,0.56,0.83,14.1,CTHAT,4366,-121.76199,40.85216
142,0.0,2018-08-02 11:56:00,0.0,31.5,20.4,20.3,8.66,,257.0,WSW,70.0,0.56,0.83,14.1,CTHAT,4366,-121.76199,40.85216
143,0.0,2018-08-02 12:11:00,0.0,31.4,20.2,20.1,8.76,,287.0,WNW,70.0,0.56,0.56,14.2,CTHAT,4366,-121.76199,40.85216
144,0.0,2018-08-02 12:26:00,0.0,31.3,20.1,20.0,8.51,,294.0,WNW,72.0,0.83,0.83,13.5,CTHAT,4366,-121.76199,40.85216
145,0.0,2018-08-02 12:41:00,0.0,31.2,19.9,19.8,8.71,,269.0,W,73.0,0.56,0.83,13.5,CTHAT,4366,-121.76199,40.85216
146,0.0,2018-08-02 12:56:00,0.0,31.1,19.7,19.6,8.82,,320.0,NW,74.0,0.56,1.11,13.4,CTHAT,4366,-121.76199,40.85216
147,0.0,2018-08-02 13:11:00,0.0,31.0,19.6,19.5,7.87,,245.0,WSW,69.0,0.28,0.56,13.5,CTHAT,4366,-121.76199,40.85216
148,0.0,2018-08-02 13:26:00,0.0,30.9,19.5,19.5,8.06,,274.0,W,69.0,0.28,0.56,13.7,CTHAT,4366,-121.76199,40.85216
149,0.0,2018-08-02 13:41:00,0.0,30.8,19.5,19.5,8.7,,270.0,W,72.0,0.56,0.56,13.7,CTHAT,4366,-121.76199,40.85216
150,0.0,2018-08-02 13:56:00,0.0,30.7,19.6,19.5,8.59,,274.0,W,71.0,0.28,0.56,13.8,CTHAT,4366,-121.76199,40.85216
151,0.0,2018-08-02 14:11:00,0.0,30.6,19.7,19.7,8.74,,268.0,W,69.0,0.28,0.28,14.4,CTHAT,4366,-121.76199,40.85216
152,0.0,2018-08-02 14:26:00,0.0,30.5,20.1,20.1,9.45,,,,67.0,0.0,0.28,15.6,CTHAT,4366,-121.76199,40.85216
153,0.0,2018-08-02 14:41:00,0.0,30.4,20.3,21.3,9.48,,,,63.0,0.0,0.0,16.6,CTHAT,4366,-121.76199,40.85216
154,0.0,2018-08-02 14:56:00,0.0,30.3,20.6,22.4,10.43,,,,63.0,0.0,0.0,17.6,CTHAT,4366,-121.76199,40.85216
155,0.0,2018-08-02 15:11:00,0.0,30.2,20.9,22.5,10.81,,,,63.0,0.0,0.0,18.0,CTHAT,4366,-121.76199,40.85216
156,0.0,2018-08-02 15:26:00,0.0,30.1,21.3,22.5,11.23,,118.0,ESE,59.0,0.28,0.0,19.5,CTHAT,4366,-121.76199,40.85216
157,0.0,2018-08-02 15:41:00,0.0,30.1,21.6,22.6,10.55,,92.0,E,53.0,1.11,1.39,20.5,CTHAT,4366,-121.76199,40.85216
158,0.0,2018-08-02 15:56:00,0.0,30.0,22.2,22.8,10.92,,85.0,E,53.0,1.11,1.67,20.9,CTHAT,4366,-121.76199,40.85216
159,0.0,2018-08-02 16:11:00,0.0,29.9,22.4,23.1,9.39,,97.0,E,47.0,1.67,1.94,21.2,CTHAT,4366,-121.76199,40.85216
160,0.0,2018-08-02 16:26:00,0.0,29.8,22.7,23.7,7.56,,99.0,E,40.0,1.39,1.67,21.8,CTHAT,4366,-121.76199,40.85216
161,0.0,2018-08-02 16:41:00,0.0,29.7,24.4,24.1,10.54,,108.0,ESE,48.0,1.11,2.22,22.1,CTHAT,4366,-121.76199,40.85216
162,0.0,2018-08-02 16:56:00,0.0,29.7,28.9,25.4,8.46,,86.0,E,40.0,1.11,1.39,22.8,CTHAT,4366,-121.76199,40.85216
163,0.0,2018-08-02 17:11:00,0.0,29.6,31.5,29.8,9.51,,106.0,ESE,44.0,1.39,1.94,22.4,CTHAT,4366,-121.76199,40.85216
