,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
21,29.3,2018-08-01 05:18:00,SE,25.8,1.67,7.44,,128.0,43.0,1.39,20.5,CTWED,3445,-122.3987,41.4285
22,29.3,2018-08-01 05:33:00,SE,25.8,1.94,7.56,,128.0,45.0,1.67,19.9,CTWED,3445,-122.3987,41.4285
23,29.3,2018-08-01 05:48:00,SE,25.1,1.94,7.52,,138.0,46.0,1.67,19.5,CTWED,3445,-122.3987,41.4285
24,29.4,2018-08-01 06:03:00,SE,25.5,1.94,6.64,,130.0,45.0,1.67,18.9,CTWED,3445,-122.3987,41.4285
25,29.4,2018-08-01 06:18:00,SE,24.2,1.94,7.19,,130.0,47.0,1.67,18.8,CTWED,3445,-122.3987,41.4285
26,29.4,2018-08-01 06:33:00,SE,25.0,1.94,6.95,,129.0,48.0,1.94,18.2,CTWED,3445,-122.3987,41.4285
27,29.5,2018-08-01 06:48:00,SE,23.8,1.94,7.17,,126.0,50.0,1.39,17.8,CTWED,3445,-122.3987,41.4285
28,29.4,2018-08-01 07:03:00,SE,23.4,1.94,7.08,,128.0,50.0,1.94,17.7,CTWED,3445,-122.3987,41.4285
29,29.4,2018-08-01 07:18:00,SE,23.6,1.94,6.8,,127.0,50.0,1.94,17.4,CTWED,3445,-122.3987,41.4285
30,29.4,2018-08-01 07:33:00,SE,23.1,1.94,6.82,,129.0,51.0,1.94,17.1,CTWED,3445,-122.3987,41.4285
31,29.4,2018-08-01 07:48:00,SE,23.0,1.94,6.63,,125.0,51.0,1.94,16.9,CTWED,3445,-122.3987,41.4285
32,29.5,2018-08-01 08:03:00,SE,22.8,1.94,6.54,,127.0,52.0,1.67,16.5,CTWED,3445,-122.3987,41.4285
33,29.6,2018-08-01 08:18:00,SE,22.4,1.94,5.97,,127.0,50.0,1.67,16.5,CTWED,3445,-122.3987,41.4285
34,29.6,2018-08-01 08:33:00,ESE,22.2,1.94,6.45,,122.0,53.0,1.94,16.1,CTWED,3445,-122.3987,41.4285
35,29.6,2018-08-01 08:48:00,SE,21.6,2.22,6.08,,130.0,52.0,1.94,16.0,CTWED,3445,-122.3987,41.4285
36,29.5,2018-08-01 09:03:00,SE,21.7,1.94,6.08,,126.0,53.0,1.39,15.7,CTWED,3445,-122.3987,41.4285
37,29.5,2018-08-01 09:18:00,ESE,21.7,1.94,5.8,,123.0,52.0,1.67,15.7,CTWED,3445,-122.3987,41.4285
38,29.5,2018-08-01 09:33:00,ESE,21.2,1.94,5.88,,123.0,54.0,1.67,15.2,CTWED,3445,-122.3987,41.4285
39,29.5,2018-08-01 09:48:00,SE,21.3,1.94,5.8,,133.0,53.0,1.94,15.4,CTWED,3445,-122.3987,41.4285
40,29.5,2018-08-01 10:03:00,SE,20.9,2.22,5.78,,135.0,55.0,1.67,14.8,CTWED,3445,-122.3987,41.4285
41,29.6,2018-08-01 10:18:00,SE,21.5,1.94,5.96,,128.0,55.0,1.67,15.0,CTWED,3445,-122.3987,41.4285
42,29.6,2018-08-01 10:33:00,SE,21.1,1.94,5.85,,126.0,56.0,1.67,14.6,CTWED,3445,-122.3987,41.4285
43,29.5,2018-08-01 10:48:00,SE,20.1,2.22,5.92,,130.0,57.0,1.94,14.4,CTWED,3445,-122.3987,41.4285
44,29.6,2018-08-01 11:03:00,SE,20.2,1.94,5.99,,131.0,58.0,1.67,14.2,CTWED,3445,-122.3987,41.4285
45,29.6,2018-08-01 11:18:00,SE,20.2,1.94,5.99,,133.0,58.0,1.94,14.2,CTWED,3445,-122.3987,41.4285
46,29.5,2018-08-01 11:33:00,SE,19.7,2.22,5.76,,124.0,59.0,1.67,13.7,CTWED,3445,-122.3987,41.4285
47,29.6,2018-08-01 11:48:00,ESE,20.0,2.22,6.01,,122.0,60.0,1.94,13.7,CTWED,3445,-122.3987,41.4285
48,29.4,2018-08-01 12:03:00,SE,19.2,1.94,5.86,,130.0,59.0,1.94,13.8,CTWED,3445,-122.3987,41.4285
49,29.5,2018-08-01 12:18:00,SE,18.9,2.22,5.82,,126.0,60.0,1.94,13.5,CTWED,3445,-122.3987,41.4285
50,29.4,2018-08-01 12:33:00,ESE,19.1,1.94,5.87,,123.0,61.0,1.94,13.3,CTWED,3445,-122.3987,41.4285
51,29.4,2018-08-01 12:48:00,SE,19.2,2.22,5.82,,127.0,60.0,2.22,13.5,CTWED,3445,-122.3987,41.4285
52,29.5,2018-08-01 13:03:00,SE,18.7,2.22,5.97,,127.0,61.0,1.94,13.4,CTWED,3445,-122.3987,41.4285
53,29.3,2018-08-01 13:18:00,SE,18.9,2.22,5.91,,132.0,60.0,1.94,13.6,CTWED,3445,-122.3987,41.4285
54,29.3,2018-08-01 13:33:00,SE,19.0,1.94,6.06,,128.0,61.0,1.67,13.5,CTWED,3445,-122.3987,41.4285
55,29.4,2018-08-01 13:48:00,SE,19.3,2.22,6.3,,124.0,62.0,1.67,13.5,CTWED,3445,-122.3987,41.4285
56,29.2,2018-08-01 14:03:00,SE,18.9,1.94,6.49,,128.0,62.0,1.67,13.7,CTWED,3445,-122.3987,41.4285
57,29.3,2018-08-01 14:18:00,ESE,19.1,2.22,6.63,,121.0,61.0,2.22,14.1,CTWED,3445,-122.3987,41.4285
58,29.3,2018-08-01 14:33:00,SE,19.6,1.94,7.02,,133.0,58.0,1.67,15.3,CTWED,3445,-122.3987,41.4285
59,29.1,2018-08-01 14:48:00,ESE,20.5,1.67,7.4,,123.0,58.0,1.39,15.7,CTWED,3445,-122.3987,41.4285
60,29.2,2018-08-01 15:03:00,ESE,21.1,1.67,7.89,,115.0,57.0,1.11,16.5,CTWED,3445,-122.3987,41.4285
61,29.2,2018-08-01 15:18:00,ESE,21.5,1.39,7.85,,123.0,53.0,1.39,17.6,CTWED,3445,-122.3987,41.4285
62,29.1,2018-08-01 15:33:00,ESE,22.4,1.67,8.49,,115.0,51.0,1.39,18.9,CTWED,3445,-122.3987,41.4285
63,29.1,2018-08-01 15:48:00,SE,24.2,1.39,8.25,,138.0,46.0,0.56,20.3,CTWED,3445,-122.3987,41.4285
64,29.1,2018-08-01 16:03:00,,25.0,1.11,9.83,,,49.0,0.0,21.0,CTWED,3445,-122.3987,41.4285
65,28.9,2018-08-01 16:18:00,NW,26.6,0.56,6.33,,315.0,37.0,0.56,21.7,CTWED,3445,-122.3987,41.4285
66,29.0,2018-08-01 16:33:00,WSW,28.3,1.67,6.73,,251.0,36.0,0.83,22.6,CTWED,3445,-122.3987,41.4285
67,29.0,2018-08-01 16:48:00,SW,28.2,1.39,6.26,,236.0,34.0,0.83,23.0,CTWED,3445,-122.3987,41.4285
68,28.9,2018-08-01 17:03:00,WNW,29.1,1.11,6.18,,299.0,33.0,0.83,23.4,CTWED,3445,-122.3987,41.4285
69,28.9,2018-08-01 17:18:00,W,30.9,1.39,6.07,,268.0,31.0,1.11,24.3,CTWED,3445,-122.3987,41.4285
70,28.9,2018-08-01 17:33:00,W,31.0,2.5,5.68,,272.0,30.0,1.39,24.4,CTWED,3445,-122.3987,41.4285
71,28.8,2018-08-01 17:48:00,W,32.1,2.22,5.39,,272.0,28.0,0.83,25.2,CTWED,3445,-122.3987,41.4285
72,28.7,2018-08-01 18:03:00,W,32.7,2.5,5.72,,267.0,29.0,1.94,25.0,CTWED,3445,-122.3987,41.4285
73,28.7,2018-08-01 18:18:00,W,35.0,2.78,6.0,,273.0,28.0,1.67,25.9,CTWED,3445,-122.3987,41.4285
74,28.6,2018-08-01 18:33:00,WNW,36.6,2.78,5.91,26.69,283.0,25.0,0.83,27.7,CTWED,3445,-122.3987,41.4285
75,28.7,2018-08-01 18:48:00,WNW,36.9,2.5,5.82,27.55,293.0,23.0,0.28,29.0,CTWED,3445,-122.3987,41.4285
76,28.5,2018-08-01 19:03:00,WNW,37.4,1.67,5.62,26.1,284.0,26.0,0.83,26.7,CTWED,3445,-122.3987,41.4285
77,28.7,2018-08-01 19:18:00,NW,39.0,3.33,6.1,27.29,310.0,24.0,0.56,28.6,CTWED,3445,-122.3987,41.4285
78,28.6,2018-08-01 19:33:00,NNW,38.8,2.78,6.61,27.74,334.0,24.0,1.39,29.2,CTWED,3445,-122.3987,41.4285
79,28.6,2018-08-01 19:48:00,NNE,39.7,2.22,7.03,28.14,31.0,24.0,0.83,29.7,CTWED,3445,-122.3987,41.4285
80,28.4,2018-08-01 20:03:00,NNW,39.4,1.94,6.69,27.32,327.0,25.0,0.83,28.6,CTWED,3445,-122.3987,41.4285
81,28.4,2018-08-01 20:18:00,NNW,39.9,1.94,6.71,28.99,331.0,22.0,1.11,30.8,CTWED,3445,-122.3987,41.4285
82,28.5,2018-08-01 20:33:00,ENE,40.3,2.22,6.79,29.08,57.0,22.0,0.83,30.9,CTWED,3445,-122.3987,41.4285
83,28.4,2018-08-01 20:48:00,WNW,40.4,1.94,7.64,30.0,292.0,22.0,0.56,31.9,CTWED,3445,-122.3987,41.4285
84,28.4,2018-08-01 21:03:00,WNW,41.2,2.78,7.1,28.77,290.0,23.0,0.83,30.5,CTWED,3445,-122.3987,41.4285
85,28.4,2018-08-01 21:18:00,NNW,40.3,2.5,7.38,29.72,334.0,22.0,0.83,31.6,CTWED,3445,-122.3987,41.4285
86,28.3,2018-08-01 21:33:00,N,41.1,2.22,7.97,31.11,4.0,21.0,1.39,33.1,CTWED,3445,-122.3987,41.4285
87,28.4,2018-08-01 21:48:00,ESE,42.1,1.67,9.25,30.54,116.0,24.0,3.33,32.3,CTWED,3445,-122.3987,41.4285
88,28.4,2018-08-01 22:03:00,SE,41.7,5.56,8.74,29.94,143.0,24.0,4.17,31.7,CTWED,3445,-122.3987,41.4285
89,28.4,2018-08-01 22:18:00,SE,40.5,6.39,8.74,29.94,129.0,24.0,4.44,31.7,CTWED,3445,-122.3987,41.4285
90,28.3,2018-08-01 22:33:00,SE,41.2,5.56,8.83,30.04,133.0,24.0,3.06,31.8,CTWED,3445,-122.3987,41.4285
91,28.2,2018-08-01 22:48:00,SSE,41.3,4.17,8.83,30.04,151.0,24.0,3.06,31.8,CTWED,3445,-122.3987,41.4285
92,28.3,2018-08-01 23:03:00,SE,40.4,5.0,9.08,30.34,143.0,24.0,3.89,32.1,CTWED,3445,-122.3987,41.4285
93,28.5,2018-08-01 23:18:00,ESE,40.5,6.67,9.43,30.12,122.0,25.0,4.44,31.8,CTWED,3445,-122.3987,41.4285
94,28.4,2018-08-01 23:33:00,ESE,39.4,6.39,9.08,29.72,117.0,25.0,4.44,31.4,CTWED,3445,-122.3987,41.4285
95,28.3,2018-08-01 23:48:00,ESE,38.8,6.94,9.49,29.6,123.0,26.0,6.39,31.2,CTWED,3445,-122.3987,41.4285
96,28.5,2018-08-02 00:03:00,SE,38.1,6.94,10.14,29.78,133.0,27.0,5.28,31.3,CTWED,3445,-122.3987,41.4285
97,28.4,2018-08-02 00:18:00,SE,37.2,6.11,9.88,29.48,128.0,27.0,5.56,31.0,CTWED,3445,-122.3987,41.4285
98,28.5,2018-08-02 00:33:00,SE,37.3,6.11,10.42,29.56,138.0,28.0,5.0,31.0,CTWED,3445,-122.3987,41.4285
99,28.4,2018-08-02 00:48:00,SE,36.0,6.11,9.99,29.08,140.0,28.0,4.44,30.5,CTWED,3445,-122.3987,41.4285
100,28.5,2018-08-02 01:03:00,SE,36.0,6.67,10.25,28.87,129.0,29.0,4.72,30.2,CTWED,3445,-122.3987,41.4285
101,28.4,2018-08-02 01:18:00,SE,35.4,5.83,10.25,28.87,128.0,29.0,3.61,30.2,CTWED,3445,-122.3987,41.4285
102,28.5,2018-08-02 01:33:00,SE,35.2,4.72,10.58,28.75,130.0,30.0,3.06,30.0,CTWED,3445,-122.3987,41.4285
103,28.5,2018-08-02 01:48:00,ESE,34.7,3.61,10.58,28.75,120.0,30.0,3.33,30.0,CTWED,3445,-122.3987,41.4285
104,28.5,2018-08-02 02:03:00,SSE,34.1,3.89,10.54,28.28,150.0,31.0,2.22,29.4,CTWED,3445,-122.3987,41.4285
105,28.5,2018-08-02 02:18:00,SE,33.2,2.78,10.19,27.93,134.0,31.0,2.78,29.0,CTWED,3445,-122.3987,41.4285
106,28.6,2018-08-02 02:33:00,SE,31.7,3.33,10.23,27.58,144.0,32.0,1.94,28.5,CTWED,3445,-122.3987,41.4285
107,28.6,2018-08-02 02:48:00,SE,31.7,3.06,9.79,27.19,126.0,32.0,1.39,28.0,CTWED,3445,-122.3987,41.4285
108,28.6,2018-08-02 03:03:00,NNW,31.5,1.94,10.15,26.56,346.0,35.0,0.83,26.9,CTWED,3445,-122.3987,41.4285
109,28.8,2018-08-02 03:18:00,SE,30.4,1.11,9.54,26.67,138.0,33.0,0.56,27.2,CTWED,3445,-122.3987,41.4285
110,28.7,2018-08-02 03:33:00,S,29.7,1.67,8.96,26.86,186.0,31.0,0.83,27.6,CTWED,3445,-122.3987,41.4285
111,28.8,2018-08-02 03:48:00,S,28.8,1.67,9.01,,186.0,34.0,0.83,26.1,CTWED,3445,-122.3987,41.4285
112,28.8,2018-08-02 04:03:00,SSE,28.1,0.83,9.46,,168.0,37.0,0.83,25.2,CTWED,3445,-122.3987,41.4285
113,28.9,2018-08-02 04:18:00,,27.4,1.67,9.91,,,41.0,0.0,24.0,CTWED,3445,-122.3987,41.4285
114,28.9,2018-08-02 04:33:00,ESE,27.0,0.83,9.99,,123.0,43.0,0.83,23.3,CTWED,3445,-122.3987,41.4285
115,28.8,2018-08-02 04:48:00,E,26.5,1.67,9.94,,87.0,45.0,0.28,22.5,CTWED,3445,-122.3987,41.4285
116,28.9,2018-08-02 05:03:00,SE,26.6,1.67,9.66,,138.0,45.0,1.11,22.2,CTWED,3445,-122.3987,41.4285
117,29.0,2018-08-02 05:18:00,SE,26.3,1.39,9.95,,126.0,50.0,1.39,20.8,CTWED,3445,-122.3987,41.4285
118,28.9,2018-08-02 05:33:00,SE,25.4,1.94,9.65,,139.0,49.0,1.11,20.8,CTWED,3445,-122.3987,41.4285
119,29.1,2018-08-02 05:48:00,SE,25.2,1.67,9.6,,144.0,51.0,1.67,20.1,CTWED,3445,-122.3987,41.4285
120,29.1,2018-08-02 06:03:00,SE,24.2,1.94,9.52,,146.0,53.0,1.39,19.4,CTWED,3445,-122.3987,41.4285
121,29.1,2018-08-02 06:18:00,ESE,24.7,1.67,9.24,,117.0,54.0,1.67,18.8,CTWED,3445,-122.3987,41.4285
122,29.1,2018-08-02 06:33:00,ESE,23.9,1.94,8.86,,123.0,55.0,1.39,18.1,CTWED,3445,-122.3987,41.4285
123,29.1,2018-08-02 06:48:00,SE,23.5,1.39,8.66,,129.0,56.0,1.67,17.6,CTWED,3445,-122.3987,41.4285
124,29.1,2018-08-02 07:03:00,SE,23.3,1.67,8.21,,128.0,55.0,1.39,17.4,CTWED,3445,-122.3987,41.4285
125,29.2,2018-08-02 07:18:00,SE,22.6,1.94,8.36,,128.0,57.0,1.67,17.0,CTWED,3445,-122.3987,41.4285
126,29.1,2018-08-02 07:33:00,ESE,22.4,1.67,8.08,,121.0,57.0,1.67,16.7,CTWED,3445,-122.3987,41.4285
127,29.2,2018-08-02 07:48:00,SE,22.1,1.67,7.0,,129.0,54.0,1.67,16.4,CTWED,3445,-122.3987,41.4285
128,29.1,2018-08-02 08:03:00,SE,22.4,1.94,7.07,,130.0,56.0,1.39,15.9,CTWED,3445,-122.3987,41.4285
129,29.2,2018-08-02 08:18:00,SE,22.0,1.67,6.79,,125.0,56.0,1.67,15.6,CTWED,3445,-122.3987,41.4285
130,29.2,2018-08-02 08:33:00,SE,22.1,1.67,6.93,,129.0,58.0,1.67,15.2,CTWED,3445,-122.3987,41.4285
131,29.2,2018-08-02 08:48:00,SE,21.4,1.94,6.55,,127.0,58.0,1.67,14.8,CTWED,3445,-122.3987,41.4285
132,29.3,2018-08-02 09:03:00,SE,20.9,2.22,6.39,,130.0,57.0,1.94,14.9,CTWED,3445,-122.3987,41.4285
133,29.3,2018-08-02 09:18:00,ESE,20.9,1.94,6.17,,121.0,58.0,1.67,14.4,CTWED,3445,-122.3987,41.4285
134,29.3,2018-08-02 09:33:00,SE,21.0,1.94,5.99,,130.0,58.0,1.67,14.2,CTWED,3445,-122.3987,41.4285
135,29.3,2018-08-02 09:48:00,SE,20.6,1.94,6.05,,131.0,59.0,1.67,14.0,CTWED,3445,-122.3987,41.4285
136,29.2,2018-08-02 10:03:00,SE,20.0,1.94,5.89,,127.0,58.0,1.67,14.1,CTWED,3445,-122.3987,41.4285
137,29.3,2018-08-02 10:18:00,SE,20.3,1.94,5.61,,128.0,58.0,1.94,13.8,CTWED,3445,-122.3987,41.4285
138,29.3,2018-08-02 10:33:00,SE,20.2,1.94,5.61,,129.0,58.0,1.67,13.8,CTWED,3445,-122.3987,41.4285
139,29.3,2018-08-02 10:48:00,SE,20.1,1.94,5.48,,125.0,59.0,1.94,13.4,CTWED,3445,-122.3987,41.4285
140,29.1,2018-08-02 11:03:00,SE,19.7,1.94,5.17,,131.0,57.0,1.94,13.6,CTWED,3445,-122.3987,41.4285
141,29.2,2018-08-02 11:18:00,ESE,20.1,1.94,5.54,,118.0,60.0,1.67,13.2,CTWED,3445,-122.3987,41.4285
142,29.2,2018-08-02 11:33:00,SE,19.4,1.94,5.23,,126.0,58.0,1.67,13.4,CTWED,3445,-122.3987,41.4285
143,29.2,2018-08-02 11:48:00,SE,19.5,1.94,5.29,,129.0,59.0,1.94,13.2,CTWED,3445,-122.3987,41.4285
144,29.2,2018-08-02 12:03:00,SE,19.4,1.94,5.35,,127.0,60.0,1.94,13.0,CTWED,3445,-122.3987,41.4285
145,29.2,2018-08-02 12:18:00,SE,18.6,2.22,5.35,,134.0,60.0,1.94,13.0,CTWED,3445,-122.3987,41.4285
146,29.2,2018-08-02 12:33:00,SE,19.2,1.94,5.25,,131.0,60.0,1.67,12.9,CTWED,3445,-122.3987,41.4285
147,29.2,2018-08-02 12:48:00,SE,18.7,1.94,5.26,,127.0,62.0,1.67,12.4,CTWED,3445,-122.3987,41.4285
148,29.0,2018-08-02 13:03:00,SE,18.5,1.94,5.35,,124.0,62.0,1.67,12.5,CTWED,3445,-122.3987,41.4285
149,29.0,2018-08-02 13:18:00,SE,17.9,2.22,5.53,,126.0,64.0,1.67,12.2,CTWED,3445,-122.3987,41.4285
150,29.1,2018-08-02 13:33:00,SE,18.4,1.94,5.49,,134.0,63.0,1.67,12.4,CTWED,3445,-122.3987,41.4285
151,29.0,2018-08-02 13:48:00,SE,18.7,1.94,5.54,,131.0,62.0,1.67,12.7,CTWED,3445,-122.3987,41.4285
152,29.1,2018-08-02 14:03:00,SE,18.3,1.94,5.73,,127.0,62.0,1.67,12.9,CTWED,3445,-122.3987,41.4285
153,29.1,2018-08-02 14:18:00,SE,18.8,2.5,5.97,,131.0,61.0,1.94,13.4,CTWED,3445,-122.3987,41.4285
154,29.0,2018-08-02 14:33:00,ESE,18.4,2.22,6.2,,118.0,60.0,1.94,13.9,CTWED,3445,-122.3987,41.4285
155,29.0,2018-08-02 14:48:00,ESE,19.5,1.94,6.55,,116.0,58.0,1.39,14.8,CTWED,3445,-122.3987,41.4285
156,29.0,2018-08-02 15:03:00,ESE,19.8,1.67,7.4,,123.0,58.0,1.39,15.7,CTWED,3445,-122.3987,41.4285
157,28.8,2018-08-02 15:18:00,ESE,20.5,1.67,7.83,,120.0,55.0,1.39,17.0,CTWED,3445,-122.3987,41.4285
158,28.9,2018-08-02 15:33:00,ESE,21.2,1.39,8.21,,120.0,51.0,0.83,18.6,CTWED,3445,-122.3987,41.4285
159,28.8,2018-08-02 15:48:00,NW,24.3,1.39,6.62,,318.0,43.0,1.11,19.6,CTWED,3445,-122.3987,41.4285
160,28.7,2018-08-02 16:03:00,NW,25.2,1.94,6.73,,305.0,42.0,1.39,20.1,CTWED,3445,-122.3987,41.4285
161,28.7,2018-08-02 16:18:00,NW,26.1,1.94,7.19,,324.0,41.0,0.83,21.0,CTWED,3445,-122.3987,41.4285
162,28.7,2018-08-02 16:33:00,NNE,27.4,1.39,7.1,,26.0,40.0,0.56,21.3,CTWED,3445,-122.3987,41.4285
163,28.7,2018-08-02 16:48:00,NNW,27.1,2.22,7.47,,329.0,40.0,0.83,21.7,CTWED,3445,-122.3987,41.4285
164,28.6,2018-08-02 17:03:00,WNW,27.9,1.67,7.91,,301.0,39.0,0.83,22.6,CTWED,3445,-122.3987,41.4285
165,28.7,2018-08-02 17:18:00,NNE,29.2,1.39,8.54,,31.0,39.0,0.56,23.3,CTWED,3445,-122.3987,41.4285
166,28.6,2018-08-02 17:33:00,WNW,30.0,1.94,7.72,,283.0,36.0,0.56,23.7,CTWED,3445,-122.3987,41.4285
167,28.6,2018-08-02 17:48:00,NW,31.0,1.94,7.06,,318.0,33.0,1.39,24.4,CTWED,3445,-122.3987,41.4285
168,28.5,2018-08-02 18:03:00,N,31.5,2.5,7.68,,2.0,33.0,1.39,25.1,CTWED,3445,-122.3987,41.4285
169,28.5,2018-08-02 18:18:00,WNW,33.1,1.67,7.47,,302.0,31.0,0.83,25.9,CTWED,3445,-122.3987,41.4285
170,28.5,2018-08-02 18:33:00,NNW,34.6,2.78,7.3,,333.0,31.0,0.83,25.7,CTWED,3445,-122.3987,41.4285
171,28.4,2018-08-02 18:48:00,NNW,37.0,2.78,7.82,,331.0,31.0,1.39,26.3,CTWED,3445,-122.3987,41.4285
172,28.3,2018-08-02 19:03:00,N,36.2,1.67,7.63,26.51,355.0,29.0,1.39,27.2,CTWED,3445,-122.3987,41.4285
173,28.3,2018-08-02 19:18:00,N,37.5,2.22,7.29,26.29,4.0,29.0,1.67,26.8,CTWED,3445,-122.3987,41.4285
174,28.3,2018-08-02 19:33:00,NW,37.9,2.5,7.11,26.83,319.0,27.0,1.67,27.8,CTWED,3445,-122.3987,41.4285
175,28.2,2018-08-02 19:48:00,NE,39.9,2.5,6.43,27.1,38.0,25.0,1.39,28.3,CTWED,3445,-122.3987,41.4285
176,28.3,2018-08-02 20:03:00,NNE,39.6,3.06,7.2,27.78,14.0,25.0,1.39,29.2,CTWED,3445,-122.3987,41.4285
177,28.2,2018-08-02 20:18:00,N,40.4,2.22,6.16,27.86,6.0,23.0,1.39,29.4,CTWED,3445,-122.3987,41.4285
178,28.2,2018-08-02 20:33:00,NW,39.2,1.94,6.59,28.27,320.0,23.0,0.83,29.9,CTWED,3445,-122.3987,41.4285
179,28.1,2018-08-02 20:48:00,NNE,39.9,3.06,5.36,27.67,32.0,22.0,1.39,29.2,CTWED,3445,-122.3987,41.4285
180,28.1,2018-08-02 21:03:00,NNE,41.1,1.94,5.69,27.98,23.0,22.0,1.94,29.6,CTWED,3445,-122.3987,41.4285
181,28.0,2018-08-02 21:18:00,SW,41.6,2.78,5.1,27.44,218.0,22.0,0.83,28.9,CTWED,3445,-122.3987,41.4285
182,28.1,2018-08-02 21:33:00,NNE,42.6,2.5,5.0,28.57,15.0,20.0,0.83,30.4,CTWED,3445,-122.3987,41.4285
183,28.1,2018-08-02 21:48:00,NNW,42.1,3.06,5.02,29.3,331.0,19.0,1.11,31.3,CTWED,3445,-122.3987,41.4285
184,28.0,2018-08-02 22:03:00,SE,41.6,2.5,4.11,28.37,141.0,19.0,0.56,30.2,CTWED,3445,-122.3987,41.4285
185,28.2,2018-08-02 22:18:00,WNW,41.7,1.67,5.0,30.07,293.0,18.0,1.39,32.2,CTWED,3445,-122.3987,41.4285
186,28.1,2018-08-02 22:33:00,NW,42.2,2.78,5.19,29.48,317.0,19.0,1.39,31.5,CTWED,3445,-122.3987,41.4285
187,28.0,2018-08-02 22:48:00,NNW,42.0,2.5,4.27,30.12,347.0,17.0,0.83,32.3,CTWED,3445,-122.3987,41.4285
188,28.1,2018-08-02 23:03:00,NNW,42.8,3.06,2.36,29.88,341.0,15.0,0.83,32.1,CTWED,3445,-122.3987,41.4285
189,28.1,2018-08-02 23:18:00,NW,43.0,1.67,2.68,30.23,320.0,15.0,0.28,32.5,CTWED,3445,-122.3987,41.4285
190,28.1,2018-08-02 23:33:00,NNW,41.4,1.39,1.88,30.38,338.0,14.0,0.83,32.7,CTWED,3445,-122.3987,41.4285
191,28.1,2018-08-02 23:48:00,NW,41.1,2.78,1.8,30.3,306.0,14.0,0.56,32.6,CTWED,3445,-122.3987,41.4285
