,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,wind_direction_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
173,2018-08-08 05:00:00,WNW,3.15,291.1,1.63,20.37,MSGRB,7786,-122.1944,41.3456
174,2018-08-08 06:00:00,WNW,6.31,296.5,3.52,18.81,MSGRB,7786,-122.1944,41.3456
175,2018-08-08 07:00:00,E,6.31,85.0,2.47,20.03,MSGRB,7786,-122.1944,41.3456
176,2018-08-08 08:00:00,ESE,6.31,102.1,3.1,20.34,MSGRB,7786,-122.1944,41.3456
177,2018-08-08 09:00:00,ESE,3.15,103.3,2.31,20.18,MSGRB,7786,-122.1944,41.3456
178,2018-08-08 10:00:00,ESE,6.31,119.9,2.47,19.69,MSGRB,7786,-122.1944,41.3456
179,2018-08-08 11:00:00,ESE,6.31,103.1,3.63,19.49,MSGRB,7786,-122.1944,41.3456
180,2018-08-08 12:00:00,ESE,6.31,101.5,4.52,19.29,MSGRB,7786,-122.1944,41.3456
181,2018-08-08 13:00:00,E,6.31,94.5,4.73,19.49,MSGRB,7786,-122.1944,41.3456
182,2018-08-08 14:00:00,ESE,6.31,101.6,4.31,19.05,MSGRB,7786,-122.1944,41.3456
183,2018-08-08 15:00:00,ESE,6.31,107.8,4.62,19.52,MSGRB,7786,-122.1944,41.3456
184,2018-08-08 16:00:00,ESE,6.31,107.0,4.41,20.84,MSGRB,7786,-122.1944,41.3456
185,2018-08-08 17:00:00,ESE,6.31,116.9,3.42,21.89,MSGRB,7786,-122.1944,41.3456
186,2018-08-08 18:00:00,ESE,6.31,119.2,3.47,21.61,MSGRB,7786,-122.1944,41.3456
187,2018-08-08 19:00:00,ESE,6.31,116.8,3.68,22.06,MSGRB,7786,-122.1944,41.3456
188,2018-08-08 20:00:00,ESE,6.31,122.5,3.42,24.06,MSGRB,7786,-122.1944,41.3456
189,2018-08-08 21:00:00,ESE,6.31,121.6,2.89,22.94,MSGRB,7786,-122.1944,41.3456
190,2018-08-08 22:00:00,SE,3.15,136.1,2.63,22.56,MSGRB,7786,-122.1944,41.3456
