,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
96,33.0,2018-08-02 11:15:00,NNW,23.5,2.5,11.1,,332.0,56.0,1.94,20.2,CTANT,1080,-122.3826,40.8848
97,33.0,2018-08-02 11:45:00,NNW,22.4,2.5,11.04,,343.0,59.0,1.39,19.3,CTANT,1080,-122.3826,40.8848
98,32.9,2018-08-02 12:15:00,NNW,22.1,3.33,10.78,,346.0,58.0,1.67,19.3,CTANT,1080,-122.3826,40.8848
99,32.9,2018-08-02 12:30:00,NNW,22.2,2.78,10.76,,348.0,59.0,1.94,19.0,CTANT,1080,-122.3826,40.8848
100,32.7,2018-08-02 13:30:00,NNW,22.0,3.61,10.16,,347.0,56.0,2.5,19.2,CTANT,1080,-122.3826,40.8848
101,32.7,2018-08-02 13:45:00,NNW,21.8,3.06,10.31,,328.0,58.0,1.39,18.8,CTANT,1080,-122.3826,40.8848
102,32.6,2018-08-02 14:30:00,N,22.6,2.78,9.71,,350.0,54.0,1.94,19.3,CTANT,1080,-122.3826,40.8848
103,32.4,2018-08-02 15:45:00,N,24.9,3.33,9.95,,350.0,47.0,3.06,21.8,CTANT,1080,-122.3826,40.8848
104,32.3,2018-08-02 16:00:00,NNW,25.4,3.06,9.85,,340.0,45.0,1.94,22.4,CTANT,1080,-122.3826,40.8848
105,32.3,2018-08-02 16:15:00,NNW,25.9,3.33,10.15,,341.0,44.0,1.67,23.1,CTANT,1080,-122.3826,40.8848
106,32.2,2018-08-02 16:45:00,NNW,27.3,2.5,10.45,,338.0,42.0,1.94,24.2,CTANT,1080,-122.3826,40.8848
107,32.1,2018-08-02 17:00:00,N,28.4,1.94,10.44,,350.0,40.0,1.67,25.0,CTANT,1080,-122.3826,40.8848
108,32.1,2018-08-02 17:15:00,NNW,29.4,2.22,10.61,,327.0,39.0,1.39,25.6,CTANT,1080,-122.3826,40.8848
109,32.1,2018-08-02 17:30:00,NW,30.4,2.22,10.27,,325.0,37.0,1.39,26.1,CTANT,1080,-122.3826,40.8848
110,32.0,2018-08-02 17:45:00,NNW,31.3,1.67,9.89,26.65,338.0,34.0,1.39,27.1,CTANT,1080,-122.3826,40.8848
111,31.9,2018-08-02 18:15:00,NNW,33.9,1.39,10.58,27.91,338.0,32.0,1.11,28.9,CTANT,1080,-122.3826,40.8848
112,31.8,2018-08-02 18:45:00,SSE,35.4,1.94,13.22,28.74,161.0,37.0,0.83,29.4,CTANT,1080,-122.3826,40.8848
113,31.8,2018-08-02 19:00:00,S,35.7,1.11,12.73,28.96,172.0,35.0,0.83,29.8,CTANT,1080,-122.3826,40.8848
114,31.7,2018-08-02 19:30:00,SE,37.9,2.22,11.77,29.62,127.0,31.0,1.67,30.8,CTANT,1080,-122.3826,40.8848
115,31.7,2018-08-02 19:45:00,SE,38.7,2.5,12.81,29.92,137.0,33.0,2.5,30.9,CTANT,1080,-122.3826,40.8848
116,31.7,2018-08-02 20:15:00,SE,39.6,3.61,12.78,30.37,146.0,32.0,1.94,31.4,CTANT,1080,-122.3826,40.8848
117,31.7,2018-08-02 20:30:00,SSE,40.2,3.33,12.83,30.93,158.0,31.0,1.67,32.0,CTANT,1080,-122.3826,40.8848
118,31.7,2018-08-02 20:45:00,SSW,40.0,3.06,11.8,30.15,200.0,30.0,1.94,31.4,CTANT,1080,-122.3826,40.8848
119,31.7,2018-08-02 21:15:00,S,39.7,3.06,11.89,31.38,183.0,28.0,0.28,32.7,CTANT,1080,-122.3826,40.8848
120,31.7,2018-08-02 21:30:00,ESE,39.3,1.94,11.09,30.93,123.0,27.0,0.83,32.4,CTANT,1080,-122.3826,40.8848
121,31.7,2018-08-02 21:45:00,S,39.2,1.94,11.46,30.82,187.0,28.0,1.11,32.2,CTANT,1080,-122.3826,40.8848
122,31.7,2018-08-02 22:00:00,SSE,38.7,1.39,12.34,31.39,157.0,29.0,0.83,32.6,CTANT,1080,-122.3826,40.8848
123,31.7,2018-08-02 22:15:00,SSW,39.2,1.94,11.52,31.49,210.0,27.0,0.83,32.9,CTANT,1080,-122.3826,40.8848
124,31.8,2018-08-02 22:30:00,SSW,38.7,2.5,10.35,30.62,197.0,26.0,0.83,32.2,CTANT,1080,-122.3826,40.8848
125,31.8,2018-08-02 22:45:00,SSE,39.1,1.67,10.28,31.16,154.0,25.0,0.83,32.8,CTANT,1080,-122.3826,40.8848
126,31.8,2018-08-02 23:00:00,SE,38.8,1.67,10.28,31.16,140.0,25.0,1.39,32.8,CTANT,1080,-122.3826,40.8848
127,31.9,2018-08-02 23:30:00,SSE,39.1,1.94,9.93,31.38,149.0,24.0,0.83,33.1,CTANT,1080,-122.3826,40.8848
128,31.9,2018-08-02 23:45:00,S,38.5,1.67,8.74,31.3,172.0,22.0,0.83,33.2,CTANT,1080,-122.3826,40.8848
129,32.0,2018-08-03 00:15:00,S,38.0,1.67,8.57,31.09,173.0,22.0,0.28,33.0,CTANT,1080,-122.3826,40.8848
130,32.1,2018-08-03 00:45:00,SSW,35.4,0.83,11.2,30.49,192.0,28.0,0.28,31.9,CTANT,1080,-122.3826,40.8848
131,32.2,2018-08-03 01:15:00,,34.6,0.28,10.42,29.06,,29.0,0.0,30.4,CTANT,1080,-122.3826,40.8848
132,32.3,2018-08-03 01:45:00,SSW,33.2,0.56,10.14,28.3,202.0,30.0,0.56,29.5,CTANT,1080,-122.3826,40.8848
133,32.4,2018-08-03 02:00:00,SSE,32.9,0.56,9.44,27.63,154.0,30.0,0.28,28.7,CTANT,1080,-122.3826,40.8848
134,32.4,2018-08-03 02:15:00,SSE,32.4,0.56,9.4,27.22,161.0,31.0,0.28,28.1,CTANT,1080,-122.3826,40.8848
135,32.5,2018-08-03 02:30:00,,31.2,0.28,8.96,26.86,,31.0,0.0,27.6,CTANT,1080,-122.3826,40.8848
136,32.5,2018-08-03 02:45:00,,31.0,0.28,8.53,26.52,,31.0,0.0,27.1,CTANT,1080,-122.3826,40.8848
137,32.6,2018-08-03 03:15:00,,29.4,0.56,9.41,,,36.0,0.0,25.6,CTANT,1080,-122.3826,40.8848
138,32.7,2018-08-03 03:45:00,ESE,28.7,0.56,11.52,,116.0,44.0,0.28,24.6,CTANT,1080,-122.3826,40.8848
139,32.7,2018-08-03 04:00:00,,27.9,0.28,11.92,,,46.0,0.0,24.3,CTANT,1080,-122.3826,40.8848
140,32.8,2018-08-03 04:15:00,,28.1,0.56,11.22,,,45.0,0.0,23.9,CTANT,1080,-122.3826,40.8848
141,32.8,2018-08-03 04:45:00,ESE,28.1,0.83,10.35,,108.0,43.0,0.56,23.7,CTANT,1080,-122.3826,40.8848
142,32.9,2018-08-03 05:15:00,N,28.1,0.83,10.08,,0.0,43.0,0.83,23.4,CTANT,1080,-122.3826,40.8848
143,32.9,2018-08-03 05:45:00,N,27.1,0.56,9.62,,355.0,43.0,0.83,22.9,CTANT,1080,-122.3826,40.8848
144,32.9,2018-08-03 06:15:00,N,26.2,1.67,9.9,,359.0,46.0,0.83,22.1,CTANT,1080,-122.3826,40.8848
145,33.0,2018-08-03 06:45:00,N,25.4,1.67,9.85,,354.0,47.0,0.56,21.7,CTANT,1080,-122.3826,40.8848
146,33.0,2018-08-03 07:00:00,N,25.4,1.67,9.71,,350.0,48.0,1.11,21.2,CTANT,1080,-122.3826,40.8848
147,32.9,2018-08-03 07:30:00,N,24.5,2.22,9.12,,0.0,47.0,0.83,20.9,CTANT,1080,-122.3826,40.8848
148,32.9,2018-08-03 08:30:00,,23.2,0.0,8.47,,,50.0,0.0,19.2,CTANT,1080,-122.3826,40.8848
149,32.9,2018-08-03 09:15:00,W,23.3,0.28,7.82,,259.0,50.0,0.28,18.5,CTANT,1080,-122.3826,40.8848
150,32.8,2018-08-03 09:30:00,,22.6,0.56,7.53,,,49.0,0.0,18.5,CTANT,1080,-122.3826,40.8848
151,32.7,2018-08-03 10:45:00,NW,22.9,0.83,6.02,,305.0,41.0,1.11,19.7,CTANT,1080,-122.3826,40.8848
152,32.6,2018-08-03 11:30:00,NW,22.5,1.67,6.19,,324.0,42.0,0.83,19.5,CTANT,1080,-122.3826,40.8848
153,32.6,2018-08-03 11:45:00,N,22.3,1.67,6.19,,354.0,42.0,0.56,19.5,CTANT,1080,-122.3826,40.8848
154,32.5,2018-08-03 12:15:00,NNW,22.4,1.39,5.84,,338.0,40.0,1.67,19.9,CTANT,1080,-122.3826,40.8848
155,32.5,2018-08-03 12:30:00,NNW,22.0,2.22,5.84,,341.0,41.0,1.67,19.5,CTANT,1080,-122.3826,40.8848
156,32.4,2018-08-03 12:45:00,NW,22.0,1.94,6.01,,324.0,42.0,1.11,19.3,CTANT,1080,-122.3826,40.8848
157,32.4,2018-08-03 13:00:00,NNW,21.8,1.94,5.91,,334.0,42.0,1.11,19.2,CTANT,1080,-122.3826,40.8848
158,32.3,2018-08-03 13:15:00,NNW,21.8,2.78,6.1,,348.0,42.0,1.94,19.4,CTANT,1080,-122.3826,40.8848
159,32.3,2018-08-03 13:30:00,NW,22.3,2.5,5.93,,315.0,41.0,1.67,19.6,CTANT,1080,-122.3826,40.8848
160,32.3,2018-08-03 13:45:00,NNW,22.0,2.5,5.75,,338.0,40.0,0.83,19.8,CTANT,1080,-122.3826,40.8848
161,32.2,2018-08-03 14:00:00,NNW,22.1,2.5,6.1,,336.0,42.0,1.39,19.4,CTANT,1080,-122.3826,40.8848
162,32.1,2018-08-03 14:15:00,NW,22.1,2.5,6.02,,312.0,41.0,1.39,19.7,CTANT,1080,-122.3826,40.8848
163,32.1,2018-08-03 14:45:00,N,22.9,3.06,6.47,,352.0,40.0,1.94,20.6,CTANT,1080,-122.3826,40.8848
164,32.0,2018-08-03 15:00:00,NNW,23.2,2.78,6.54,,347.0,38.0,1.67,21.5,CTANT,1080,-122.3826,40.8848
165,31.9,2018-08-03 15:45:00,NW,26.0,3.06,6.97,,326.0,34.0,2.5,23.8,CTANT,1080,-122.3826,40.8848
166,31.8,2018-08-03 16:00:00,NNW,27.0,3.33,7.41,,340.0,34.0,1.94,24.3,CTANT,1080,-122.3826,40.8848
167,31.8,2018-08-03 16:15:00,NW,28.2,3.33,7.51,,317.0,33.0,1.94,24.9,CTANT,1080,-122.3826,40.8848
168,31.6,2018-08-03 17:00:00,N,30.8,2.78,8.09,,359.0,31.0,1.94,26.6,CTANT,1080,-122.3826,40.8848
169,31.6,2018-08-03 17:15:00,N,31.9,2.5,7.96,26.54,1.0,30.0,2.5,27.0,CTANT,1080,-122.3826,40.8848
170,31.5,2018-08-03 17:45:00,NNW,34.8,2.78,7.46,27.11,337.0,27.0,1.67,28.2,CTANT,1080,-122.3826,40.8848
171,31.4,2018-08-03 18:15:00,NNW,35.6,2.78,7.46,28.02,333.0,25.0,0.83,29.5,CTANT,1080,-122.3826,40.8848
172,31.4,2018-08-03 18:30:00,N,37.3,1.94,7.12,28.23,2.0,24.0,1.67,29.8,CTANT,1080,-122.3826,40.8848
173,31.3,2018-08-03 18:45:00,NNW,38.1,2.78,7.72,28.83,336.0,24.0,1.67,30.5,CTANT,1080,-122.3826,40.8848
174,31.3,2018-08-03 19:00:00,NNW,39.5,1.39,7.21,29.53,344.0,22.0,0.83,31.4,CTANT,1080,-122.3826,40.8848
175,31.3,2018-08-03 19:15:00,NNW,39.8,1.94,7.55,29.9,345.0,22.0,1.11,31.8,CTANT,1080,-122.3826,40.8848
176,31.3,2018-08-03 19:30:00,NNW,41.1,2.78,5.61,29.93,343.0,19.0,1.39,32.0,CTANT,1080,-122.3826,40.8848
177,31.3,2018-08-03 19:45:00,NNE,42.9,2.5,3.34,29.99,14.0,16.0,1.39,32.2,CTANT,1080,-122.3826,40.8848
178,31.2,2018-08-03 20:00:00,N,43.2,1.39,4.15,30.9,8.0,16.0,0.28,33.2,CTANT,1080,-122.3826,40.8848
179,31.2,2018-08-03 20:45:00,SE,45.5,4.17,1.26,30.8,128.0,13.0,1.94,33.2,CTANT,1080,-122.3826,40.8848
180,31.2,2018-08-03 21:00:00,SSE,45.4,3.61,1.74,31.34,167.0,13.0,0.83,33.8,CTANT,1080,-122.3826,40.8848
181,31.3,2018-08-03 21:15:00,SSW,45.1,3.89,3.17,31.84,201.0,14.0,1.39,34.3,CTANT,1080,-122.3826,40.8848
182,31.3,2018-08-03 21:30:00,SSE,44.4,2.22,3.65,31.33,153.0,15.0,1.11,33.7,CTANT,1080,-122.3826,40.8848
183,31.3,2018-08-03 21:45:00,SE,43.0,3.89,4.93,30.86,138.0,17.0,2.5,33.1,CTANT,1080,-122.3826,40.8848
184,31.3,2018-08-03 22:00:00,SE,42.1,3.06,5.34,31.33,132.0,17.0,1.94,33.6,CTANT,1080,-122.3826,40.8848
185,31.5,2018-08-03 23:00:00,SE,41.4,2.78,1.66,31.25,137.0,13.0,1.11,33.7,CTANT,1080,-122.3826,40.8848
186,31.6,2018-08-03 23:15:00,SE,41.4,2.78,3.89,31.61,146.0,15.0,1.67,34.0,CTANT,1080,-122.3826,40.8848
187,31.7,2018-08-03 23:45:00,S,39.8,1.94,4.48,31.28,182.0,16.0,0.56,33.6,CTANT,1080,-122.3826,40.8848
188,31.8,2018-08-04 00:00:00,SSE,38.8,2.22,4.93,30.86,165.0,17.0,1.11,33.1,CTANT,1080,-122.3826,40.8848
189,31.8,2018-08-04 00:15:00,S,37.4,1.67,6.1,30.49,178.0,19.0,0.83,32.6,CTANT,1080,-122.3826,40.8848
190,31.9,2018-08-04 00:45:00,S,36.2,1.39,6.42,30.07,173.0,20.0,0.83,32.1,CTANT,1080,-122.3826,40.8848
191,32.0,2018-08-04 01:00:00,SSW,34.9,0.56,7.8,28.91,197.0,24.0,0.28,30.6,CTANT,1080,-122.3826,40.8848
